"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.01 NA 0.99 NA 12 3 12 4 100 1.58
"2" "kukd" 139 0 0 1 NA 95 15 96 12 100 1.46
"3" "kuku" 876 0 0 1 NA 585 39 582 43 100 1.5
"4" "pkd" 299 0.03 NA 0.97 NA 255 17 255 16 100 1.17
"5" "pku" 1102 0.03 NA 0.97 NA 971 58 962 62 100 1.13
"6" "pp" 4469 0 0 1 NA 3501 75 3506 81 100 1.28
"7" "tdkd" 12 0.77 NA 0.31 NA 15 5 16 6 100 0.8
"8" "tdku" 18 0.62 NA 0.44 NA 19 6 19 6 100 0.95
"9" "tdp" 325 0.9 NA 0.11 NA 346 17 346 19 100 0.94
"10" "tdtd" 10 0.98 NA 0.04 NA 17 4 17 4 100 0.59
"11" "tukd" 48 0.77 NA 0.28 NA 53 8 53 7 100 0.91
"12" "tuku" 1 0.4 NA 0.85 NA 1 1 0 0 100 1
"13" "tup" 297 0.69 NA 0.31 NA 305 45 311 31 100 0.97
"14" "tutd" 66 0.57 NA 0.46 NA 69 14 68 13 100 0.96
"15" "tutu" 2397 0 0 1 NA 1526 79 1520 86 100 1.57
