"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 4 10 4 100 4
"2" "kukd" 19 0.05 NA 0.98 NA 13 4 14 3 100 1.46
"3" "kuku" 15 0.19 NA 0.98 NA 13 1 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 101 11 101 7 100 1.51
"5" "pku" 28 0.14 NA 0.89 NA 24 5 25 3 100 1.17
"6" "pp" 660 0 0 1 NA 440 11 439 12 100 1.5
"7" "tdkd" 14 0.25 NA 0.76 NA 11 5 11 4 100 1.27
"8" "tdku" 10 0.02 NA 0.98 NA 6 2 6 1 100 1.67
"9" "tdp" 206 0 0 1 NA 167 11 167 10 100 1.23
"10" "tdtd" 24 0.21 NA 0.84 NA 18 6 17 5 100 1.33
"11" "tukd" 5 0.62 NA 0.62 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.41 NA 0.85 NA 13 3 14 1 100 1.15
"14" "tutd" 5 0.84 NA 0.31 NA 7 2 8 3 100 0.71
"15" "tutu" 9 0.74 NA 1 NA 9 1 9 0 100 1
