"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 43 15 40 13 100 4.21
"2" "kukd" 330 0 0 1 NA 174 25 173 24 100 1.9
"3" "kuku" 1611 0 0 1 NA 863 52 866 53 100 1.87
"4" "pkd" 836 0 0 1 NA 345 27 346 25 100 2.42
"5" "pku" 1768 0 0 1 NA 1081 65 1075 69 100 1.64
"6" "pp" 16104 0 0 1 NA 3201 83 3202 87 100 5.03
"7" "tdkd" 40 0.37 NA 0.64 NA 38 12 36 10 100 1.05
"8" "tdku" 39 0.02 NA 0.98 NA 22 8 21 7 100 1.77
"9" "tdp" 885 0 0 1 NA 392 39 402 22 100 2.26
"10" "tdtd" 99 0.11 NA 0.89 NA 76 18 76 15 100 1.3
"11" "tukd" 57 0.68 NA 0.38 NA 59 11 59 9 100 0.97
"12" "tuku" 1 0.55 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 232 25 234 24 100 1.42
"14" "tutd" 62 0.35 NA 0.67 NA 57 12 57 12 100 1.09
"15" "tutu" 1650 0 0 1 NA 1037 53 1038 42 100 1.59
