"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 33 13 31 15 100 4.52
"2" "kukd" 234 0 0 1 NA 103 19 106 18 100 2.27
"3" "kuku" 1009 0 0 1 NA 467 31 464 36 100 2.16
"4" "pkd" 566 0 0 1 NA 220 24 220 24 100 2.57
"5" "pku" 1103 0 0 1 NA 583 38 582 30 100 1.89
"6" "pp" 11934 0 0 1 NA 2070 63 2074 58 100 5.77
"7" "tdkd" 37 0.13 NA 0.87 NA 25 14 22 10 100 1.48
"8" "tdku" 30 0 0 1 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 233 21 230 19 100 2.87
"10" "tdtd" 133 0 0 1 NA 51 23 48 24 100 2.61
"11" "tukd" 46 0.32 NA 0.73 NA 41 8 42 8 100 1.12
"12" "tuku" 0 1 NA 0.64 NA 1 1 0 0 100 0
"13" "tup" 101 0.98 NA 0.02 NA 159 22 159 21 100 0.64
"14" "tutd" 44 0.16 NA 0.86 NA 35 9 36 8 100 1.26
"15" "tutu" 1600 0 0 1 NA 916 48 918 47 100 1.75
