"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 34 12 32 12 100 3.79
"2" "kukd" 316 0 0 1 NA 105 19 106 15 100 3.01
"3" "kuku" 1097 0 0 1 NA 311 27 310 30 100 3.53
"4" "pkd" 612 0 0 1 NA 80 14 79 15 100 7.65
"5" "pku" 1177 0 0 1 NA 260 33 260 29 100 4.53
"6" "pp" 13890 0 0 1 NA 477 34 478 36 100 29.12
"7" "tdkd" 28 0 0 1 NA 9 5 9 6 100 3.11
"8" "tdku" 50 0 0 1 NA 8 4 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 63 10 63 10 100 9.4
"10" "tdtd" 41 0 0 1 NA 16 6 15 6 100 2.56
"11" "tukd" 17 0.01 NA 0.99 NA 8 3 8 3 100 2.12
"12" "tuku" 0 1 NA 0.95 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 7 27 7 100 6.65
"14" "tutd" 21 0.08 NA 0.93 NA 13 5 13 4 100 1.62
"15" "tutu" 353 0 0 1 NA 69 12 68 13 100 5.12
