"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 53 20 50 22 100 3.79
"2" "kukd" 368 0 0 1 NA 188 28 189 19 100 1.96
"3" "kuku" 1717 0 0 1 NA 951 46 956 52 100 1.81
"4" "pkd" 845 0 0 1 NA 416 26 414 23 100 2.03
"5" "pku" 1853 0 0 1 NA 1197 89 1201 67 100 1.55
"6" "pp" 15943 0 0 1 NA 4149 91 4145 89 100 3.84
"7" "tdkd" 78 0.0600000000000001 NA 0.94 NA 52 17 51 13 100 1.5
"8" "tdku" 57 0 0 1 NA 30 9 29 9 100 1.9
"9" "tdp" 1021 0 0 1 NA 532 35 530 37 100 1.92
"10" "tdtd" 200 0.02 NA 0.98 NA 130 35 126 41 100 1.54
"11" "tukd" 88 0.34 NA 0.67 NA 83 13 82 10 100 1.06
"12" "tuku" 1 0.64 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 430 0.01 NA 0.99 NA 356 35 355 35 100 1.21
"14" "tutd" 91 0.48 NA 0.56 NA 90 15 90 13 100 1.01
"15" "tutu" 3201 0 0 1 NA 2167 85 2164 79 100 1.48
