"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 60 255 1204 477 1432 5387 98 44 672 158 99 1 476 123 3015
"2" 59 230 1187 514 1605 5411 53 30 670 165 135 NA 470 111 2866
"3" 58 200 1090 534 1395 5063 45 43 651 169 101 2 494 132 2818
"4" 65 224 1181 510 1540 5288 39 48 687 245 130 2 469 114 3038
"5" 51 226 1235 456 1563 5312 53 34 615 96 99 NA 460 123 2921
"6" 65 244 1316 508 1477 5194 76 48 669 165 86 1 477 53 3035
"7" 57 253 1176 505 1481 5279 40 23 683 237 108 NA 441 126 2824
"8" 64 237 1209 477 1524 5423 47 37 609 178 118 2 411 128 3005
"9" 39 228 1174 495 1493 5400 60 19 624 198 111 5 497 114 2982
"10" 57 257 1193 512 1451 5140 60 36 634 177 109 1 497 107 3097
"11" 87 250 1214 466 1432 5182 49 25 599 200 117 2 480 58 3086
"12" 51 230 1108 470 1457 5330 21 32 712 154 89 NA 436 131 2919
"13" 47 268 1311 531 1570 5338 64 31 722 150 99 NA 432 101 2953
"14" 77 211 1172 488 1420 5441 72 59 689 186 112 NA 438 140 2896
"15" 53 278 1238 277 1525 5151 74 32 646 218 131 7 497 127 3007
"16" 58 243 1053 457 1354 5205 73 29 734 186 116 NA 460 143 2958
"17" 58 248 1179 542 1368 5353 83 34 687 144 114 3 504 104 3000
"18" 54 236 1282 496 1601 5320 83 47 736 134 104 2 481 112 2903
"19" 68 133 1262 516 1584 5278 54 34 660 131 90 4 406 133 2806
"20" 60 236 1169 480 1520 5226 53 27 633 173 96 1 487 141 2828
"21" 47 221 1304 440 1435 5281 57 27 697 153 129 4 515 107 3125
"22" 46 221 1111 459 1441 5250 69 33 691 113 103 1 491 126 2969
"23" 38 203 1202 498 1450 5208 78 33 681 222 105 NA 526 142 2998
"24" 48 225 1147 492 1591 5445 48 41 673 105 102 1 530 106 3151
"25" 47 247 1215 491 1547 5424 64 31 632 139 104 2 466 113 3022
"26" 55 246 1089 527 1424 5237 50 33 640 233 111 2 495 126 3064
"27" 74 251 1198 524 1532 5486 106 33 589 288 105 1 476 132 2897
"28" 40 282 1211 531 1666 5151 80 37 644 104 92 1 515 106 2969
"29" 47 264 1232 487 1738 5517 64 45 660 154 103 NA 458 129 2968
"30" 55 229 1253 478 1514 5252 57 37 678 213 90 1 480 88 3118
"31" 53 224 1185 516 1494 5153 113 34 677 153 111 1 477 139 3026
"32" 67 251 1098 515 1415 5209 34 39 691 272 107 NA 462 135 3037
"33" 42 261 1164 459 1540 5500 71 34 646 146 105 1 538 113 2923
"34" 89 274 1317 580 1512 5282 61 47 728 121 117 1 500 166 3106
"35" 60 230 1156 474 1434 5250 57 33 691 190 97 NA 540 129 2990
"36" 59 232 1196 552 1581 5215 64 41 638 235 102 NA 507 96 2883
"37" 68 257 1327 472 1600 5515 65 36 655 122 93 2 485 127 2911
"38" 48 258 1362 486 1561 5224 50 29 670 139 42 1 457 151 2781
"39" 48 248 1221 499 1492 5358 88 51 679 165 130 1 455 131 2968
"40" 55 251 1094 511 1400 5239 53 58 709 137 100 3 481 122 2933
"41" 63 229 1199 507 1439 5154 74 20 626 218 99 NA 434 136 2850
"42" 44 250 1154 540 1458 5248 75 25 640 114 100 1 486 107 2810
"43" 95 258 1130 526 1509 5243 34 22 650 180 122 NA 452 117 2934
"44" 41 284 1150 612 1569 5338 62 27 664 134 125 NA 522 117 2869
"45" 45 232 1208 445 1576 5386 37 40 703 199 96 2 485 130 3031
"46" 39 207 1215 516 1433 5285 57 36 658 235 112 5 478 103 3080
"47" 80 239 1149 472 1520 5289 43 23 636 152 121 1 462 120 2960
"48" 54 221 1308 486 1587 5076 71 41 619 252 126 3 463 137 3113
"49" 57 236 1195 511 1612 5414 40 43 657 191 120 5 505 122 2920
"50" 49 221 1188 501 1498 5208 53 39 603 155 112 NA 438 96 2918
"51" 71 246 1273 497 1569 5120 99 27 668 273 90 NA 430 169 3009
"52" 43 223 1193 516 1392 5216 82 50 737 245 101 NA 423 108 3068
"53" 43 241 1131 486 1453 5329 74 42 653 131 98 3 461 97 2996
"54" 33 202 1117 519 1485 5293 86 36 648 171 84 2 431 127 2996
"55" 58 245 1303 445 1570 5146 100 33 656 179 98 2 478 105 3063
"56" 50 257 1279 477 1513 5309 58 28 687 198 134 NA 474 120 2965
"57" 60 225 1209 545 1551 5584 65 23 712 244 80 1 466 117 2948
"58" 38 208 1225 498 1476 5143 41 56 625 179 123 1 466 117 3126
"59" 70 265 1271 483 1567 5390 55 42 658 212 119 2 507 133 2925
"60" 40 225 1270 483 1636 5295 77 36 656 348 115 2 491 108 3083
"61" 79 218 1215 543 1515 5318 70 37 653 235 105 2 461 119 2858
"62" 42 227 1079 453 1296 5164 53 37 666 193 134 3 462 133 2876
"63" 49 222 1271 495 1447 5131 79 43 668 210 104 1 435 129 2963
"64" 37 224 1226 503 1489 5195 48 43 678 172 110 3 482 121 2921
"65" 64 245 1134 486 1406 5455 75 13 744 148 89 1 461 90 3020
"66" 47 221 1145 485 1426 5361 37 23 673 170 101 NA 445 116 2987
"67" 123 281 1109 531 1467 5478 61 43 666 178 93 NA 450 141 3176
"68" 72 258 1291 534 1553 5406 107 57 701 200 110 4 415 130 2937
"69" 71 224 1294 508 1623 5002 36 36 611 226 130 1 496 115 3052
"70" 52 207 1161 506 1544 5138 101 46 708 159 106 NA 498 116 2954
"71" 51 247 1214 564 1535 5517 60 51 642 177 97 1 503 103 3055
