"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 19 58 18 2000 3.57
"2" "kukd" 432 0 0 1 NA 233 28 234 24 2000 1.85
"3" "kuku" 2049 0 0 1 NA 1203 62 1203 62 2000 1.7
"4" "pkd" 963 0 0 1 NA 502 36 502 31 2000 1.92
"5" "pku" 2240 0 0 1 NA 1512 92 1511 80 2000 1.48
"6" "pp" 17671 0 0 1 NA 5261 116 5259 110 2000 3.36
"7" "tdkd" 87 0.088 NA 0.9195 NA 63 17 62 16 2000 1.38
"8" "tdku" 72 0.000499999999999945 0.00749999999999917 0.9995 NA 38 9 38 9 2000 1.89
"9" "tdp" 1179 0 0 1 NA 669 38 669 36 2000 1.76
"10" "tdtd" 229 0.143 NA 0.861 NA 178 46 174 44 2000 1.29
"11" "tukd" 107 0.488 NA 0.5425 NA 106 15 106 13 2000 1.01
"12" "tuku" 1 0.646 NA 0.674 NA 1 2 1 1 2000 1
"13" "tup" 566 0.00749999999999995 NA 0.9925 NA 474 41 475 34 2000 1.19
"14" "tutd" 120 0.4995 NA 0.532 NA 120 18 119 16 2000 1
"15" "tutu" 4171 0 0 1 NA 2992 105 2990 102 2000 1.39
