"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 64 20 61 13 100 3.34
"2" "kukd" 438 0 0 1 NA 244 29 246 25 100 1.8
"3" "kuku" 2103 0 0 1 NA 1256 65 1250 51 100 1.67
"4" "pkd" 981 0 0 1 NA 522 30 524 27 100 1.88
"5" "pku" 2297 0 0 1 NA 1582 96 1568 82 100 1.45
"6" "pp" 18008 0 0 1 NA 5455 122 5448 125 100 3.3
"7" "tdkd" 88 0.1 NA 0.9 NA 64 17 63 16 100 1.38
"8" "tdku" 76 0 0 1 NA 40 9 40 9 100 1.9
"9" "tdp" 1205 0 0 1 NA 693 40 694 42 100 1.74
"10" "tdtd" 231 0.17 NA 0.83 NA 183 51 174 49 100 1.26
"11" "tukd" 111 0.49 NA 0.55 NA 110 14 110 12 100 1.01
"12" "tuku" 1 0.64 NA 0.69 NA 2 2 1 1 100 0.5
"13" "tup" 583 0 0 1 NA 498 42 504 32 100 1.17
"14" "tutd" 123 0.54 NA 0.46 NA 125 20 126 18 100 0.98
"15" "tutu" 4391 0 0 1 NA 3163 111 3157 104 100 1.39
