"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 18 47 19 100 4.1
"2" "kukd" 365 0 0 1 NA 185 24 185 23 100 1.97
"3" "kuku" 1646 0 0 1 NA 905 56 912 57 100 1.82
"4" "pkd" 826 0 0 1 NA 394 33 398 26 100 2.1
"5" "pku" 1786 0 0 1 NA 1129 67 1122 62 100 1.58
"6" "pp" 15595 0 0 1 NA 3896 90 3907 109 100 4
"7" "tdkd" 76 0.05 NA 0.95 NA 48 17 46 17 100 1.58
"8" "tdku" 56 0 0 1 NA 28 9 28 10 100 2
"9" "tdp" 995 0 0 1 NA 489 30 489 27 100 2.03
"10" "tdtd" 186 0.08 NA 0.92 NA 127 37 122 33 100 1.46
"11" "tukd" 86 0.27 NA 0.73 NA 80 11 80 12 100 1.07
"12" "tuku" 1 0.54 NA 0.78 NA 1 1 1 1 100 1
"13" "tup" 411 0 0 1 NA 330 26 330 27 100 1.25
"14" "tutd" 82 0.57 NA 0.45 NA 85 17 84 14 100 0.96
"15" "tutu" 3014 0 0 1 NA 2030 70 2028 73 100 1.48
