"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 16 33 18 100 5.29
"2" "kukd" 266 0 0 1 NA 129 20 129 16 100 2.06
"3" "kuku" 1216 0 0 1 NA 613 37 612 39 100 1.98
"4" "pkd" 653 0 0 1 NA 275 25 276 20 100 2.37
"5" "pku" 1320 0 0 1 NA 763 62 764 50 100 1.73
"6" "pp" 13269 0 0 1 NA 2640 70 2642 60 100 5.03
"7" "tdkd" 61 0.05 NA 0.96 NA 33 15 30 13 100 1.85
"8" "tdku" 38 0.01 NA 0.99 NA 18 6 18 6 100 2.11
"9" "tdp" 766 0 0 1 NA 307 24 304 21 100 2.5
"10" "tdtd" 157 0 0 1 NA 67 29 60 25 100 2.34
"11" "tukd" 53 0.53 NA 0.49 NA 53 12 54 11 100 1
"12" "tuku" 0 1 NA 0.49 NA 1 1 1 1 100 0
"13" "tup" 266 0 0 1 NA 212 25 213 21 100 1.25
"14" "tutd" 52 0.4 NA 0.64 NA 49 11 48 10 100 1.06
"15" "tutu" 2005 0 0 1 NA 1224 62 1222 60 100 1.64
