"group" "motif_type" "counts" "total_count"
"1" "others" 2 78
"1" "others" 3 16
"1" "others" 4 7
"1" "others" 5 4
"1" "others" 6 3
"1" "others" 7 4
"1" "others" 8 2
"1" "others" 9 1
"1" "others" 10 2
"1" "others" 11 1
"1" "others" 13 2
"1" "others" 21 1
"1" "protein_complexes" 2 430
"1" "protein_complexes" 3 69
"1" "protein_complexes" 4 12
"1" "protein_complexes" 5 8
"1" "protein_complexes" 6 1
"1" "protein_complexes" 7 2
"1" "regulatory_triplets" 2 194
"1" "regulatory_triplets" 3 33
"1" "regulatory_triplets" 4 7
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 4
"1" "regulatory_triplets" 7 3
"1" "regulatory_triplets" 8 1
"1" "signaling_triplets" 2 216
"1" "signaling_triplets" 3 44
"1" "signaling_triplets" 4 15
"1" "signaling_triplets" 5 2
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 3
"1" "signaling_triplets" 9 1
"1" "signaling_triplets" 10 1
"2" "others" 2 67
"2" "others" 3 12
"2" "others" 4 9
"2" "others" 5 7
"2" "others" 6 6
"2" "others" 7 3
"2" "others" 8 1
"2" "others" 9 2
"2" "others" 10 2
"2" "others" 11 2
"2" "others" 12 1
"2" "others" 13 1
"2" "others" 14 1
"2" "others" 15 1
"2" "others" 16 1
"2" "others" 20 1
"2" "others" 22 1
"2" "others" 30 1
"2" "protein_complexes" 2 405
"2" "protein_complexes" 3 87
"2" "protein_complexes" 4 32
"2" "protein_complexes" 5 4
"2" "protein_complexes" 6 3
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 2
"2" "regulatory_triplets" 2 193
"2" "regulatory_triplets" 3 37
"2" "regulatory_triplets" 4 8
"2" "regulatory_triplets" 5 3
"2" "regulatory_triplets" 6 3
"2" "regulatory_triplets" 9 1
"2" "signaling_triplets" 2 245
"2" "signaling_triplets" 3 48
"2" "signaling_triplets" 4 14
"2" "signaling_triplets" 5 6
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 20 1
"3" "others" 2 57
"3" "others" 3 10
"3" "others" 4 7
"3" "others" 5 3
"3" "others" 6 2
"3" "others" 7 3
"3" "others" 9 2
"3" "others" 10 2
"3" "others" 11 1
"3" "others" 13 1
"3" "others" 14 2
"3" "others" 17 1
"3" "others" 19 1
"3" "protein_complexes" 2 420
"3" "protein_complexes" 3 87
"3" "protein_complexes" 4 20
"3" "protein_complexes" 5 13
"3" "protein_complexes" 6 3
"3" "protein_complexes" 7 2
"3" "protein_complexes" 9 2
"3" "regulatory_triplets" 2 191
"3" "regulatory_triplets" 3 18
"3" "regulatory_triplets" 4 8
"3" "regulatory_triplets" 5 5
"3" "regulatory_triplets" 6 3
"3" "signaling_triplets" 2 229
"3" "signaling_triplets" 3 42
"3" "signaling_triplets" 4 15
"3" "signaling_triplets" 5 5
"3" "signaling_triplets" 6 1
"3" "signaling_triplets" 8 3
"4" "others" 2 55
"4" "others" 3 18
"4" "others" 4 9
"4" "others" 5 4
"4" "others" 6 5
"4" "others" 7 1
"4" "others" 9 1
"4" "others" 10 1
"4" "others" 13 2
"4" "others" 14 1
"4" "others" 18 1
"4" "others" 21 1
"4" "others" 25 1
"4" "protein_complexes" 2 423
"4" "protein_complexes" 3 64
"4" "protein_complexes" 4 19
"4" "protein_complexes" 5 11
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 4
"4" "protein_complexes" 8 1
"4" "protein_complexes" 11 1
"4" "protein_complexes" 15 1
"4" "regulatory_triplets" 2 193
"4" "regulatory_triplets" 3 31
"4" "regulatory_triplets" 4 2
"4" "regulatory_triplets" 6 1
"4" "regulatory_triplets" 7 2
"4" "regulatory_triplets" 8 1
"4" "regulatory_triplets" 12 1
"4" "regulatory_triplets" 18 2
"4" "signaling_triplets" 2 222
"4" "signaling_triplets" 3 35
"4" "signaling_triplets" 4 17
"4" "signaling_triplets" 5 1
"4" "signaling_triplets" 6 1
"4" "signaling_triplets" 7 2
"4" "signaling_triplets" 8 1
"4" "signaling_triplets" 9 2
"5" "others" 2 78
"5" "others" 3 17
"5" "others" 4 8
"5" "others" 5 2
"5" "others" 6 2
"5" "others" 7 2
"5" "others" 10 2
"5" "others" 12 1
"5" "others" 16 1
"5" "others" 32 1
"5" "protein_complexes" 2 421
"5" "protein_complexes" 3 69
"5" "protein_complexes" 4 14
"5" "protein_complexes" 5 7
"5" "protein_complexes" 6 6
"5" "protein_complexes" 7 1
"5" "protein_complexes" 8 1
"5" "protein_complexes" 9 1
"5" "protein_complexes" 11 1
"5" "protein_complexes" 14 1
"5" "regulatory_triplets" 2 179
"5" "regulatory_triplets" 3 25
"5" "regulatory_triplets" 4 7
"5" "regulatory_triplets" 5 1
"5" "regulatory_triplets" 6 1
"5" "regulatory_triplets" 7 1
"5" "regulatory_triplets" 8 1
"5" "regulatory_triplets" 9 1
"5" "regulatory_triplets" 11 1
"5" "signaling_triplets" 2 248
"5" "signaling_triplets" 3 39
"5" "signaling_triplets" 4 10
"5" "signaling_triplets" 5 1
"5" "signaling_triplets" 7 1
"6" "others" 2 65
"6" "others" 3 22
"6" "others" 4 12
"6" "others" 5 4
"6" "others" 6 2
"6" "others" 7 2
"6" "others" 8 2
"6" "others" 9 1
"6" "others" 10 1
"6" "others" 11 2
"6" "others" 12 1
"6" "others" 16 1
"6" "others" 22 1
"6" "others" 36 1
"6" "protein_complexes" 2 412
"6" "protein_complexes" 3 91
"6" "protein_complexes" 4 18
"6" "protein_complexes" 5 10
"6" "protein_complexes" 6 3
"6" "protein_complexes" 7 1
"6" "protein_complexes" 8 1
"6" "protein_complexes" 10 1
"6" "protein_complexes" 12 2
"6" "protein_complexes" 15 1
"6" "protein_complexes" 24 1
"6" "regulatory_triplets" 2 202
"6" "regulatory_triplets" 3 21
"6" "regulatory_triplets" 4 11
"6" "regulatory_triplets" 7 2
"6" "regulatory_triplets" 10 1
"6" "regulatory_triplets" 28 1
"6" "signaling_triplets" 2 222
"6" "signaling_triplets" 3 59
"6" "signaling_triplets" 4 13
"6" "signaling_triplets" 5 6
"6" "signaling_triplets" 6 1
"6" "signaling_triplets" 7 1
"6" "signaling_triplets" 26 1
"7" "others" 2 84
"7" "others" 3 26
"7" "others" 4 9
"7" "others" 5 12
"7" "others" 6 4
"7" "others" 7 2
"7" "others" 8 2
"7" "others" 9 1
"7" "others" 10 1
"7" "others" 11 1
"7" "others" 15 1
"7" "others" 16 2
"7" "others" 23 1
"7" "others" 24 1
"7" "protein_complexes" 2 468
"7" "protein_complexes" 3 73
"7" "protein_complexes" 4 14
"7" "protein_complexes" 5 15
"7" "protein_complexes" 6 4
"7" "protein_complexes" 8 1
"7" "protein_complexes" 9 1
"7" "protein_complexes" 12 1
"7" "regulatory_triplets" 2 181
"7" "regulatory_triplets" 3 31
"7" "regulatory_triplets" 4 7
"7" "regulatory_triplets" 5 3
"7" "regulatory_triplets" 6 3
"7" "regulatory_triplets" 7 1
"7" "signaling_triplets" 2 245
"7" "signaling_triplets" 3 42
"7" "signaling_triplets" 4 10
"7" "signaling_triplets" 5 5
"7" "signaling_triplets" 6 4
"8" "others" 2 52
"8" "others" 3 18
"8" "others" 4 3
"8" "others" 5 7
"8" "others" 6 4
"8" "others" 7 3
"8" "others" 9 1
"8" "others" 10 2
"8" "others" 11 1
"8" "others" 12 1
"8" "others" 13 1
"8" "others" 17 1
"8" "others" 19 1
"8" "others" 28 1
"8" "protein_complexes" 2 421
"8" "protein_complexes" 3 74
