"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 19 50 16 100 3.87
"2" "kukd" 389 0 0 1 NA 203 21 204 24 100 1.92
"3" "kuku" 1804 0 0 1 NA 1020 62 1019 58 100 1.77
"4" "pkd" 878 0 0 1 NA 433 28 433 24 100 2.03
"5" "pku" 1954 0 0 1 NA 1272 72 1258 75 100 1.54
"6" "pp" 16317 0 0 1 NA 4377 93 4381 96 100 3.73
"7" "tdkd" 79 0.04 NA 0.96 NA 54 14 53 15 100 1.46
"8" "tdku" 62 0 0 1 NA 32 10 31 9 100 1.94
"9" "tdp" 1056 0 0 1 NA 561 34 556 36 100 1.88
"10" "tdtd" 218 0.07 NA 0.93 NA 148 42 145 40 100 1.47
"11" "tukd" 93 0.35 NA 0.66 NA 87 14 89 13 100 1.07
"12" "tuku" 1 0.61 NA 0.7 NA 1 1 1 1 100 1
"13" "tup" 460 0.01 NA 0.99 NA 381 38 382 34 100 1.21
"14" "tutd" 94 0.59 NA 0.45 NA 96 17 96 16 100 0.98
"15" "tutu" 3387 0 0 1 NA 2343 80 2342 77 100 1.45
