"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 32 14 31 15 100 5.62
"2" "kukd" 250 0 0 1 NA 116 19 114 19 100 2.16
"3" "kuku" 1096 0 0 1 NA 535 33 536 30 100 2.05
"4" "pkd" 604 0 0 1 NA 245 21 248 21 100 2.47
"5" "pku" 1185 0 0 1 NA 658 54 660 36 100 1.8
"6" "pp" 12534 0 0 1 NA 2340 65 2339 65 100 5.36
"7" "tdkd" 44 0.13 NA 0.87 NA 29 14 25 11 100 1.52
"8" "tdku" 35 0 0 1 NA 15 6 15 4 100 2.33
"9" "tdp" 703 0 0 1 NA 262 26 261 19 100 2.68
"10" "tdtd" 142 0 0 1 NA 57 21 54 21 100 2.49
"11" "tukd" 49 0.43 NA 0.6 NA 47 9 47 7 100 1.04
"12" "tuku" 0 1 NA 0.67 NA 1 1 0 0 100 0
"13" "tup" 235 0.01 NA 0.99 NA 184 23 183 19 100 1.28
"14" "tutd" 48 0.27 NA 0.77 NA 42 10 42 12 100 1.14
"15" "tutu" 1805 0 0 1 NA 1076 51 1077 54 100 1.68
