"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 4 10 4 100 4
"2" "kukd" 19 0.02 NA 0.99 NA 13 4 14 3 100 1.46
"3" "kuku" 15 0.17 NA 0.97 NA 13 1 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 101 10 102 7 100 1.51
"5" "pku" 28 0.08 NA 0.97 NA 23 5 24 3 100 1.22
"6" "pp" 660 0 0 1 NA 439 9 439 9 100 1.5
"7" "tdkd" 14 0.19 NA 0.86 NA 10 4 10 4 100 1.4
"8" "tdku" 10 0.04 NA 0.96 NA 6 2 6 3 100 1.67
"9" "tdp" 206 0 0 1 NA 166 14 167 10 100 1.24
"10" "tdtd" 24 0.08 NA 0.95 NA 17 5 17 4 100 1.41
"11" "tukd" 5 0.66 NA 0.56 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.39 NA 0.85 NA 12 4 14 3 100 1.25
"14" "tutd" 5 0.82 NA 0.35 NA 7 3 7 3 100 0.71
"15" "tutu" 9 0.68 NA 1 NA 9 0 9 0 100 1
