"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.03 NA 0.98 NA 11 4 11 3 100 1.73
"2" "kukd" 139 0 0 1 NA 99 17 101 14 100 1.4
"3" "kuku" 876 0 0 1 NA 590 41 590 42 100 1.48
"4" "pkd" 299 0 0 1 NA 257 17 256 18 100 1.16
"5" "pku" 1102 0.03 NA 0.97 NA 964 64 953 50 100 1.14
"6" "pp" 4469 0 0 1 NA 3497 86 3502 72 100 1.28
"7" "tdkd" 12 0.8 NA 0.32 NA 15 5 15 5 100 0.8
"8" "tdku" 18 0.68 NA 0.42 NA 20 7 20 5 100 0.9
"9" "tdp" 325 0.85 NA 0.16 NA 345 20 345 21 100 0.94
"10" "tdtd" 10 0.99 NA 0.0600000000000001 NA 17 4 17 4 100 0.59
"11" "tukd" 48 0.71 NA 0.32 NA 52 9 52 7 100 0.92
"12" "tuku" 1 0.42 NA 0.83 NA 1 2 0 0 100 1
"13" "tup" 297 0.71 NA 0.3 NA 308 37 306 33 100 0.96
"14" "tutd" 66 0.46 NA 0.57 NA 65 15 64 13 100 1.02
"15" "tutu" 2397 0 0 1 NA 1544 75 1552 64 100 1.55
