"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 13 6 12 6 100 2.77
"2" "kukd" 95 0 0 1 NA 46 9 46 7 100 2.07
"3" "kuku" 324 0 0 1 NA 138 16 137 16 100 2.35
"4" "pkd" 175 0 0 1 NA 55 12 56 9 100 3.18
"5" "pku" 266 0 0 1 NA 98 15 99 13 100 2.71
"6" "pp" 1883 0 0 1 NA 301 23 300 26 100 6.26
"7" "tdkd" 33 0 0 1 NA 9 4 9 4 100 3.67
"8" "tdku" 15 0.01 NA 0.99 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 50 9 50 7 100 2.02
"10" "tdtd" 38 0 0 1 NA 17 6 16 7 100 2.24
"11" "tukd" 23 0.1 NA 0.93 NA 15 6 14 7 100 1.53
"12" "tuku" 0 1 NA 0.85 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 46 11 44 10 100 2.26
"14" "tutd" 15 0.22 NA 0.82 NA 12 5 11 4 100 1.25
"15" "tutu" 236 0 0 1 NA 168 18 170 20 100 1.4
