"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 45 16 44 15 100 4.18
"2" "kukd" 350 0 0 1 NA 170 25 172 19 100 2.06
"3" "kuku" 1567 0 0 1 NA 849 47 848 44 100 1.85
"4" "pkd" 800 0 0 1 NA 375 26 376 22 100 2.13
"5" "pku" 1701 0 0 1 NA 1056 61 1060 71 100 1.61
"6" "pp" 15175 0 0 1 NA 3657 77 3658 76 100 4.15
"7" "tdkd" 74 0.09 NA 0.92 NA 49 18 46 16 100 1.51
"8" "tdku" 52 0 0 1 NA 26 7 26 7 100 2
"9" "tdp" 949 0 0 1 NA 458 31 454 36 100 2.07
"10" "tdtd" 175 0.05 NA 0.96 NA 109 34 104 31 100 1.61
"11" "tukd" 75 0.47 NA 0.57 NA 75 11 73 10 100 1
"12" "tuku" 1 0.51 NA 0.85 NA 1 1 1 1 100 1
"13" "tup" 375 0.01 NA 0.99 NA 305 30 308 24 100 1.23
"14" "tutd" 76 0.61 NA 0.4 NA 78 14 79 13 100 0.97
"15" "tutu" 2807 0 0 1 NA 1868 79 1873 75 100 1.5
