"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 57 18 57 19 100 3.67
"2" "kukd" 421 0 0 1 NA 227 22 226 21 100 1.85
"3" "kuku" 1995 0 0 1 NA 1146 61 1144 66 100 1.74
"4" "pkd" 944 0 0 1 NA 486 48 493 31 100 1.94
"5" "pku" 2181 0 0 1 NA 1447 75 1448 92 100 1.51
"6" "pp" 17339 0 0 1 NA 5054 109 5054 106 100 3.43
"7" "tdkd" 84 0.05 NA 0.96 NA 57 16 57 16 100 1.47
"8" "tdku" 71 0 0 1 NA 38 10 38 9 100 1.87
"9" "tdp" 1154 0 0 1 NA 643 35 642 40 100 1.79
"10" "tdtd" 225 0.16 NA 0.84 NA 173 44 170 43 100 1.3
"11" "tukd" 103 0.4 NA 0.62 NA 101 15 100 13 100 1.02
"12" "tuku" 1 0.72 NA 0.64 NA 2 2 1 1 100 0.5
"13" "tup" 547 0.01 NA 0.99 NA 449 53 457 37 100 1.22
"14" "tutd" 114 0.53 NA 0.52 NA 115 19 114 20 100 0.99
"15" "tutu" 3978 0 0 1 NA 2837 110 2834 110 100 1.4
