"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 37 14 36 14 100 5
"2" "kukd" 287 0 0 1 NA 141 19 141 15 100 2.04
"3" "kuku" 1305 0 0 1 NA 674 47 676 47 100 1.94
"4" "pkd" 691 0 0 1 NA 307 26 305 24 100 2.25
"5" "pku" 1416 0 0 1 NA 834 52 834 56 100 1.7
"6" "pp" 13875 0 0 1 NA 2914 76 2921 79 100 4.76
"7" "tdkd" 64 0.09 NA 0.92 NA 39 16 36 13 100 1.64
"8" "tdku" 43 0 0 1 NA 20 7 19 6 100 2.15
"9" "tdp" 818 0 0 1 NA 348 27 348 28 100 2.35
"10" "tdtd" 164 0.02 NA 0.99 NA 89 30 84 30 100 1.84
"11" "tukd" 58 0.54 NA 0.5 NA 58 10 58 10 100 1
"12" "tuku" 1 0.51 NA 0.86 NA 1 1 1 1 100 1
"13" "tup" 291 0 0 1 NA 234 24 235 22 100 1.24
"14" "tutd" 55 0.5 NA 0.51 NA 56 12 54 11 100 0.98
"15" "tutu" 2209 0 0 1 NA 1396 64 1395 67 100 1.58
