"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 38 12 37 15 100 3.39
"2" "kukd" 316 0 0 1 NA 106 22 108 18 100 2.98
"3" "kuku" 1097 0 0 1 NA 311 31 309 31 100 3.53
"4" "pkd" 612 0 0 1 NA 81 11 81 9 100 7.56
"5" "pku" 1177 0 0 1 NA 265 32 265 30 100 4.44
"6" "pp" 13890 0 0 1 NA 479 27 480 27 100 29
"7" "tdkd" 28 0 0 1 NA 10 5 10 6 100 2.8
"8" "tdku" 50 0 0 1 NA 8 5 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 62 14 64 12 100 9.55
"10" "tdtd" 41 0 0 1 NA 15 6 15 6 100 2.73
"11" "tukd" 17 0 0 1 NA 7 4 7 4 100 2.43
"12" "tuku" 0 1 NA 0.94 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 6 26 7 100 6.65
"14" "tutd" 21 0.15 NA 0.88 NA 15 5 15 4 100 1.4
"15" "tutu" 353 0 0 1 NA 69 10 70 9 100 5.12
