"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
68 145 278 79 226 471 12 6 71 16 7 1 31 9 66
45 118 305 72 246 513 13 5 77 19 12 NA 25 19 80
44 127 369 101 280 475 11 5 50 23 5 NA 24 13 53
36 83 297 63 259 440 9 15 78 13 5 NA 16 13 60
54 132 280 81 259 462 7 7 78 5 2 NA 8 11 77
38 120 272 97 278 456 23 13 24 14 9 NA 38 15 80
31 114 355 76 278 528 10 11 66 11 8 NA 27 15 85
60 139 339 101 281 435 6 13 66 19 6 NA 22 9 74
50 49 321 82 289 521 3 3 29 21 9 NA 25 10 63
34 98 258 75 138 466 13 8 65 26 10 NA 23 17 60
49 109 314 85 248 472 13 8 70 12 2 NA 10 29 74
41 57 358 102 256 480 16 4 66 26 10 NA 29 18 66
34 87 320 81 235 420 3 6 35 21 7 NA 27 27 78
49 118 364 64 255 486 10 6 51 19 4 NA 17 19 78
30 97 284 86 251 511 3 3 58 14 7 NA 24 17 90
46 133 329 66 295 502 8 7 64 17 9 NA 17 7 70
26 74 299 76 269 476 4 12 49 24 7 NA 37 24 71
20 85 226 55 217 483 11 11 71 9 1 NA 37 10 72
24 93 283 60 255 483 16 8 86 22 10 NA 29 22 67
32 105 341 80 204 456 11 14 64 24 11 NA 34 14 69
50 117 357 95 278 479 13 5 62 13 8 NA 34 13 76
50 113 304 77 251 497 6 7 62 19 9 1 18 9 66
69 141 288 64 242 444 6 5 78 5 2 NA 32 15 73
30 102 308 73 295 485 5 7 43 15 12 1 29 12 65
39 108 335 79 268 493 11 7 32 10 13 NA 18 23 45
69 122 386 89 302 463 8 7 72 12 5 NA 26 29 69
36 122 329 97 236 465 13 7 73 10 12 NA 26 13 72
37 123 279 81 249 521 5 10 67 18 5 NA 22 18 70
21 101 327 77 285 482 2 4 66 13 8 NA 27 13 67
21 96 267 81 263 504 10 3 48 11 5 NA 19 8 78
35 113 248 75 203 441 7 6 67 15 4 NA 20 16 73
56 49 323 74 305 493 4 4 51 33 11 NA 29 9 79
37 103 303 103 277 457 10 11 33 17 7 NA 31 13 64
27 103 304 89 237 449 6 7 53 15 8 NA 26 22 58
35 110 301 117 318 521 12 11 55 18 7 NA 21 23 69
41 118 293 92 260 437 10 10 64 21 6 NA 35 16 79
25 86 306 77 270 480 8 5 73 10 10 NA 23 14 71
29 99 258 93 249 502 11 6 72 28 11 NA 31 18 73
47 112 336 76 251 453 24 5 73 10 9 NA 27 14 67
31 98 343 70 313 482 15 3 58 15 11 NA 37 15 68
47 140 313 86 233 495 20 7 73 15 3 NA 39 12 56
31 102 342 71 261 471 19 8 56 14 10 NA 31 10 73
32 134 337 79 307 488 14 7 61 15 13 NA 20 16 70
30 134 306 82 213 498 11 3 36 18 16 NA 18 18 74
47 108 279 77 253 504 16 3 64 17 3 NA 29 12 76
63 114 341 98 250 497 6 13 68 11 3 NA 21 14 76
54 113 319 94 293 515 13 14 69 15 4 NA 19 14 47
44 120 285 86 276 483 10 7 79 10 6 NA 25 9 78
57 78 275 74 213 451 14 4 61 19 7 NA 30 9 67
17 103 346 65 220 475 8 11 28 8 8 NA 29 15 75
34 100 256 80 235 466 6 2 63 29 15 NA 23 18 93
47 109 326 85 301 484 16 23 75 4 11 NA 24 7 70
18 110 288 96 252 451 12 9 26 8 4 NA 21 7 67
22 101 324 78 293 440 6 14 83 19 3 NA 26 16 95
37 86 326 75 292 470 11 6 64 10 4 NA 21 16 60
42 112 333 85 296 449 18 2 64 16 5 NA 26 22 67
47 94 302 73 284 511 16 18 66 7 8 NA 23 6 69
22 109 318 90 260 516 12 13 69 25 8 NA 33 15 71
26 95 322 101 279 459 5 1 55 21 11 NA 13 13 79
30 103 328 77 234 455 8 14 79 8 3 NA 21 17 63
47 110 307 81 239 486 8 12 59 20 7 1 23 18 71
32 122 263 87 242 488 11 3 48 12 4 NA 29 12 45
22 114 298 85 294 450 4 16 53 8 6 NA 24 9 73
39 128 298 83 280 482 14 7 68 14 2 NA 21 10 71
35 52 284 96 276 540 4 15 58 16 3 NA 19 20 77
49 137 286 78 272 520 3 6 61 16 11 1 33 6 72
25 90 321 85 315 483 7 9 61 5 6 NA 32 5 56
36 122 358 88 287 444 7 6 60 10 9 NA 29 20 61
24 95 287 91 269 497 5 4 65 27 9 NA 17 15 74
26 108 301 75 254 488 14 7 56 19 6 NA 23 18 84
30 120 297 65 289 473 11 15 72 11 3 NA 39 8 53
49 121 296 96 288 455 3 4 64 7 11 1 15 5 61
17 101 290 69 253 488 16 11 84 17 10 NA 26 19 59
43 61 361 39 319 462 25 9 86 14 12 NA 23 19 63
52 119 306 80 241 514 9 4 68 20 10 NA 35 15 77
36 107 300 76 288 493 8 3 53 10 9 NA 22 7 72
60 123 286 82 250 531 12 13 53 15 14 NA 19 15 41
37 111 350 79 340 495 11 12 67 24 6 NA 23 7 66
56 107 317 80 268 472 10 5 62 12 12 NA 19 15 83
36 45 367 89 347 418 7 17 90 15 3 NA 28 6 62
46 110 365 92 281 438 13 6 74 9 3 NA 30 12 53
28 103 373 81 304 530 14 4 76 11 12 NA 40 11 52
20 103 332 83 329 448 12 7 49 18 4 NA 28 17 72
66 127 328 81 239 452 11 9 45 10 5 NA 30 15 95
49 48 313 83 234 450 21 11 82 17 13 NA 24 15 56
42 134 289 81 247 482 15 7 69 16 2 NA 30 24 78
26 88 318 83 267 461 6 7 73 32 5 NA 27 25 69
53 137 344 93 263 508 2 5 83 12 12 NA 17 24 70
42 103 278 70 235 465 4 5 68 14 2 NA 33 10 73
28 84 300 67 294 493 3 9 61 10 9 NA 26 10 89
25 74 315 71 255 442 20 12 61 15 9 NA 22 8 76
37 118 310 66 244 478 10 5 53 9 1 NA 26 21 67
26 87 311 85 276 466 19 14 71 28 5 NA 23 16 74
31 94 269 78 278 527 12 2 78 15 11 NA 31 16 62
27 140 349 88 269 483 8 7 50 11 7 NA 23 21 58
29 105 279 77 217 434 6 14 57 19 7 NA 20 17 67
37 121 322 78 249 470 5 11 57 14 11 NA 17 15 53
42 96 247 91 245 479 5 11 65 6 3 NA 31 14 73
38 111 307 91 280 546 12 24 65 10 4 NA 29 17 77
48 107 323 82 294 479 4 4 47 21 9 NA 21 21 52
