"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.43 NA 0.7 NA 8 3 8 3 100 1.12
"2" "kukd" 155 0 0 1 NA 74 13 76 11 100 2.09
"3" "kuku" 932 0 0 1 NA 448 35 454 40 100 2.08
"4" "pkd" 109 0.53 NA 0.52 NA 109 16 109 13 100 1
"5" "pku" 1195 0 0 1 NA 500 45 504 36 100 2.39
"6" "pp" 1478 0 0 1 NA 927 41 930 38 100 1.59
"7" "tdkd" 20 0.02 NA 0.98 NA 10 4 10 3 100 2
"8" "tdku" 30 0 0 1 NA 11 5 11 4 100 2.73
"9" "tdp" 145 0 0 1 NA 114 10 114 10 100 1.27
"10" "tdtd" 11 0.53 NA 0.59 NA 11 3 11 3 100 1
"11" "tukd" 35 0.18 NA 0.86 NA 27 8 27 7 100 1.3
"12" "tuku" 1 0.39 NA 0.88 NA 1 1 0 0 100 1
"13" "tup" 146 0.02 NA 0.98 NA 106 19 104 13 100 1.38
"14" "tutd" 12 0.99 NA 0.01 NA 28 8 27 7 100 0.43
"15" "tutu" 770 0.08 NA 0.93 NA 715 40 714 36 100 1.08
