"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 20 13 17 10 100 6.8
"2" "kukd" 159 0 0 1 NA 55 13 55 11 100 2.89
"3" "kuku" 677 0 0 1 NA 243 22 243 22 100 2.79
"4" "pkd" 345 0 0 1 NA 118 16 119 13 100 2.92
"5" "pku" 742 0 0 1 NA 296 30 294 24 100 2.51
"6" "pp" 9190 0 0 1 NA 1104 41 1101 42 100 8.32
"7" "tdkd" 27 0.04 NA 0.96 NA 12 7 11 7 100 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 3 100 3.83
"9" "tdp" 538 0 0 1 NA 113 15 113 13 100 4.76
"10" "tdtd" 100 0 0 1 NA 20 14 17 13 100 5
"11" "tukd" 23 0.39 NA 0.63 NA 21 6 21 6 100 1.1
"12" "tuku" 0 1 NA 0.82 NA 0 0 0 0 100 NA
"13" "tup" 107 0.01 NA 0.99 NA 77 13 78 10 100 1.39
"14" "tutd" 22 0.05 NA 0.96 NA 15 5 15 6 100 1.47
"15" "tutu" 915 0 0 1 NA 458 30 460 33 100 2
