"group" "motif_type" "counts" "total_count"
"1" "others" 2 60
"1" "others" 3 28
"1" "others" 4 7
"1" "others" 5 2
"1" "others" 6 5
"1" "others" 8 3
"1" "others" 9 5
"1" "others" 11 1
"1" "others" 12 2
"1" "others" 15 1
"1" "others" 16 3
"1" "others" 18 1
"1" "protein_complexes" 2 421
"1" "protein_complexes" 3 86
"1" "protein_complexes" 4 26
"1" "protein_complexes" 5 10
"1" "protein_complexes" 6 4
"1" "protein_complexes" 7 1
"1" "protein_complexes" 8 1
"1" "protein_complexes" 9 1
"1" "protein_complexes" 14 1
"1" "regulatory_triplets" 2 173
"1" "regulatory_triplets" 3 34
"1" "regulatory_triplets" 4 12
"1" "regulatory_triplets" 5 2
"1" "signaling_triplets" 2 242
"1" "signaling_triplets" 3 37
"1" "signaling_triplets" 4 14
"1" "signaling_triplets" 5 5
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 9 1
"1" "signaling_triplets" 11 1
"1" "signaling_triplets" 13 1
"2" "others" 2 78
"2" "others" 3 20
"2" "others" 4 13
"2" "others" 5 7
"2" "others" 6 4
"2" "others" 7 3
"2" "others" 8 2
"2" "others" 9 2
"2" "others" 10 3
"2" "others" 11 1
"2" "others" 12 1
"2" "others" 13 2
"2" "others" 14 1
"2" "others" 20 1
"2" "others" 30 1
"2" "others" 31 1
"2" "protein_complexes" 2 444
"2" "protein_complexes" 3 100
"2" "protein_complexes" 4 20
"2" "protein_complexes" 5 8
"2" "protein_complexes" 6 6
"2" "protein_complexes" 8 1
"2" "protein_complexes" 21 1
"2" "regulatory_triplets" 2 187
"2" "regulatory_triplets" 3 32
"2" "regulatory_triplets" 4 10
"2" "regulatory_triplets" 5 2
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 8 1
"2" "regulatory_triplets" 10 1
"2" "regulatory_triplets" 12 1
"2" "signaling_triplets" 2 219
"2" "signaling_triplets" 3 39
"2" "signaling_triplets" 4 17
"2" "signaling_triplets" 5 9
"2" "signaling_triplets" 6 3
"2" "signaling_triplets" 7 1
"2" "signaling_triplets" 8 2
"2" "signaling_triplets" 10 1
"3" "others" 2 74
"3" "others" 3 14
"3" "others" 4 10
"3" "others" 5 5
"3" "others" 6 2
"3" "others" 7 4
"3" "others" 8 2
"3" "others" 9 1
"3" "others" 10 1
"3" "others" 11 1
"3" "others" 12 3
"3" "others" 13 2
"3" "others" 16 1
"3" "others" 24 1
"3" "others" 33 1
"3" "protein_complexes" 2 432
"3" "protein_complexes" 3 95
"3" "protein_complexes" 4 18
"3" "protein_complexes" 5 9
"3" "protein_complexes" 6 2
"3" "protein_complexes" 7 1
"3" "protein_complexes" 8 2
"3" "regulatory_triplets" 2 176
"3" "regulatory_triplets" 3 38
"3" "regulatory_triplets" 4 10
"3" "regulatory_triplets" 5 2
"3" "regulatory_triplets" 7 2
"3" "regulatory_triplets" 8 1
"3" "regulatory_triplets" 9 1
"3" "regulatory_triplets" 16 1
"3" "signaling_triplets" 2 233
"3" "signaling_triplets" 3 35
"3" "signaling_triplets" 4 11
"3" "signaling_triplets" 5 4
"3" "signaling_triplets" 6 3
"3" "signaling_triplets" 7 3
"3" "signaling_triplets" 9 1
"4" "others" 2 66
"4" "others" 3 18
"4" "others" 4 9
"4" "others" 5 2
"4" "others" 6 2
"4" "others" 7 3
"4" "others" 8 2
"4" "others" 9 2
"4" "others" 12 2
"4" "others" 13 1
"4" "others" 16 1
"4" "others" 25 1
"4" "others" 45 1
"4" "others" 58 1
"4" "protein_complexes" 2 373
"4" "protein_complexes" 3 92
"4" "protein_complexes" 4 14
"4" "protein_complexes" 5 8
"4" "protein_complexes" 6 8
"4" "protein_complexes" 7 3
"4" "protein_complexes" 8 2
"4" "protein_complexes" 9 1
"4" "regulatory_triplets" 2 191
"4" "regulatory_triplets" 3 23
"4" "regulatory_triplets" 4 4
"4" "regulatory_triplets" 5 2
"4" "regulatory_triplets" 6 2
"4" "regulatory_triplets" 7 1
"4" "regulatory_triplets" 8 2
"4" "signaling_triplets" 2 246
"4" "signaling_triplets" 3 50
"4" "signaling_triplets" 4 16
"4" "signaling_triplets" 5 4
"4" "signaling_triplets" 6 1
"4" "signaling_triplets" 7 1
"4" "signaling_triplets" 8 1
"4" "signaling_triplets" 9 1
"4" "signaling_triplets" 10 1
"4" "signaling_triplets" 21 1
"5" "others" 2 67
"5" "others" 3 26
"5" "others" 4 10
"5" "others" 5 7
"5" "others" 6 3
"5" "others" 7 4
"5" "others" 8 1
"5" "others" 10 3
"5" "others" 11 1
"5" "others" 13 1
"5" "others" 14 2
"5" "others" 19 1
"5" "others" 20 1
"5" "others" 22 1
"5" "others" 38 1
"5" "protein_complexes" 2 439
"5" "protein_complexes" 3 67
"5" "protein_complexes" 4 27
"5" "protein_complexes" 5 16
"5" "protein_complexes" 6 3
"5" "protein_complexes" 7 2
"5" "protein_complexes" 9 1
"5" "regulatory_triplets" 2 181
"5" "regulatory_triplets" 3 29
"5" "regulatory_triplets" 4 3
"5" "regulatory_triplets" 5 5
"5" "regulatory_triplets" 6 2
"5" "regulatory_triplets" 7 1
"5" "regulatory_triplets" 8 1
"5" "regulatory_triplets" 11 1
"5" "signaling_triplets" 2 233
"5" "signaling_triplets" 3 40
"5" "signaling_triplets" 4 11
"5" "signaling_triplets" 5 5
"5" "signaling_triplets" 6 3
"5" "signaling_triplets" 7 1
"5" "signaling_triplets" 9 1
"5" "signaling_triplets" 13 1
"6" "others" 2 54
"6" "others" 3 15
"6" "others" 4 7
"6" "others" 5 2
"6" "others" 6 4
"6" "others" 7 3
"6" "others" 8 1
"6" "others" 9 1
"6" "others" 10 1
"6" "others" 11 1
"6" "others" 12 1
"6" "others" 15 1
"6" "others" 18 1
"6" "others" 24 1
"6" "others" 34 1
"6" "protein_complexes" 2 437
"6" "protein_complexes" 3 90
"6" "protein_complexes" 4 18
"6" "protein_complexes" 5 10
"6" "protein_complexes" 6 1
"6" "protein_complexes" 7 2
"6" "regulatory_triplets" 2 170
"6" "regulatory_triplets" 3 29
"6" "regulatory_triplets" 4 8
"6" "regulatory_triplets" 5 6
"6" "regulatory_triplets" 7 2
"6" "regulatory_triplets" 20 1
"6" "signaling_triplets" 2 228
"6" "signaling_triplets" 3 51
"6" "signaling_triplets" 4 11
"6" "signaling_triplets" 5 7
"6" "signaling_triplets" 6 1
"6" "signaling_triplets" 7 1
"6" "signaling_triplets" 8 1
"6" "signaling_triplets" 9 1
"6" "signaling_triplets" 11 1
"7" "others" 2 67
"7" "others" 3 22
"7" "others" 4 11
"7" "others" 5 5
"7" "others" 6 1
"7" "others" 7 2
"7" "others" 8 1
"7" "others" 9 1
"7" "others" 10 1
"7" "others" 12 1
"7" "others" 13 1
"7" "others" 14 1
"7" "others" 19 1
"7" "others" 20 1
"7" "others" 26 1
"7" "protein_complexes" 2 369
