"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 41 17 38 15 100 4.54
"2" "kukd" 314 0 0 1 NA 147 20 148 16 100 2.14
"3" "kuku" 1399 0 0 1 NA 722 42 722 40 100 1.94
"4" "pkd" 734 0 0 1 NA 327 24 324 19 100 2.24
"5" "pku" 1514 0 0 1 NA 894 51 898 50 100 1.69
"6" "pp" 14281 0 0 1 NA 3150 92 3146 90 100 4.53
"7" "tdkd" 73 0.05 NA 0.96 NA 42 16 38 16 100 1.74
"8" "tdku" 46 0 0 1 NA 23 6 22 6 100 2
"9" "tdp" 861 0 0 1 NA 388 31 387 31 100 2.22
"10" "tdtd" 168 0.02 NA 0.98 NA 89 29 85 24 100 1.89
"11" "tukd" 63 0.58 NA 0.47 NA 64 10 64 9 100 0.98
"12" "tuku" 1 0.5 NA 0.83 NA 1 1 0 1 100 1
"13" "tup" 316 0 0 1 NA 260 21 259 19 100 1.22
"14" "tutd" 61 0.59 NA 0.45 NA 63 12 64 11 100 0.97
"15" "tutu" 2400 0 0 1 NA 1546 75 1552 68 100 1.55
