"group" "motif_type" "counts" "total_count"
"1" "others" 2 68
"1" "others" 3 23
"1" "others" 4 9
"1" "others" 5 3
"1" "others" 6 3
"1" "others" 7 2
"1" "others" 8 1
"1" "others" 9 1
"1" "others" 10 1
"1" "others" 12 1
"1" "others" 28 1
"1" "others" 37 1
"1" "protein_complexes" 2 432
"1" "protein_complexes" 3 83
"1" "protein_complexes" 4 27
"1" "protein_complexes" 5 8
"1" "protein_complexes" 6 8
"1" "protein_complexes" 7 2
"1" "protein_complexes" 8 1
"1" "protein_complexes" 12 2
"1" "protein_complexes" 15 1
"1" "regulatory_triplets" 2 161
"1" "regulatory_triplets" 3 23
"1" "regulatory_triplets" 4 10
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 4
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 9 1
"1" "signaling_triplets" 2 257
"1" "signaling_triplets" 3 55
"1" "signaling_triplets" 4 11
"1" "signaling_triplets" 5 5
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 18 1
"2" "others" 2 73
"2" "others" 3 23
"2" "others" 4 6
"2" "others" 5 4
"2" "others" 6 1
"2" "others" 7 4
"2" "others" 8 1
"2" "others" 9 2
"2" "others" 10 1
"2" "others" 11 1
"2" "others" 12 1
"2" "others" 13 1
"2" "others" 16 1
"2" "others" 26 1
"2" "others" 27 1
"2" "protein_complexes" 2 443
"2" "protein_complexes" 3 77
"2" "protein_complexes" 4 20
"2" "protein_complexes" 5 11
"2" "protein_complexes" 6 3
"2" "protein_complexes" 8 1
"2" "protein_complexes" 21 1
"2" "regulatory_triplets" 2 192
"2" "regulatory_triplets" 3 21
"2" "regulatory_triplets" 4 7
"2" "regulatory_triplets" 5 3
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 13 1
"2" "signaling_triplets" 2 240
"2" "signaling_triplets" 3 53
"2" "signaling_triplets" 4 17
"2" "signaling_triplets" 5 3
"2" "signaling_triplets" 6 1
"2" "signaling_triplets" 7 2
"3" "others" 2 49
"3" "others" 3 21
"3" "others" 4 9
"3" "others" 5 3
"3" "others" 6 2
"3" "others" 7 1
"3" "others" 8 2
"3" "others" 10 1
"3" "others" 12 2
"3" "others" 15 1
"3" "protein_complexes" 2 422
"3" "protein_complexes" 3 78
"3" "protein_complexes" 4 18
"3" "protein_complexes" 5 11
"3" "protein_complexes" 6 2
"3" "protein_complexes" 7 5
"3" "protein_complexes" 8 1
"3" "regulatory_triplets" 2 201
"3" "regulatory_triplets" 3 24
"3" "regulatory_triplets" 4 8
"3" "regulatory_triplets" 5 2
"3" "regulatory_triplets" 9 1
"3" "signaling_triplets" 2 223
"3" "signaling_triplets" 3 38
"3" "signaling_triplets" 4 14
"3" "signaling_triplets" 5 7
"3" "signaling_triplets" 7 2
"4" "others" 2 56
"4" "others" 3 9
"4" "others" 4 9
"4" "others" 5 6
"4" "others" 6 3
"4" "others" 7 2
"4" "others" 8 1
"4" "others" 9 1
"4" "others" 11 2
"4" "others" 12 2
"4" "others" 16 1
"4" "others" 22 1
"4" "others" 29 2
"4" "others" 35 1
"4" "protein_complexes" 2 444
"4" "protein_complexes" 3 66
"4" "protein_complexes" 4 29
"4" "protein_complexes" 5 7
"4" "protein_complexes" 6 5
"4" "protein_complexes" 7 2
"4" "protein_complexes" 8 1
"4" "protein_complexes" 9 1
"4" "regulatory_triplets" 2 177
"4" "regulatory_triplets" 3 36
"4" "regulatory_triplets" 4 9
"4" "regulatory_triplets" 5 2
"4" "regulatory_triplets" 6 1
"4" "regulatory_triplets" 7 2
"4" "regulatory_triplets" 16 1
"4" "signaling_triplets" 2 189
"4" "signaling_triplets" 3 35
"4" "signaling_triplets" 4 7
