"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 38 191 1015 465 1359 4894 74 26 586 114 104 NA 413 93 2340
"2" 35 176 1067 463 1256 4489 32 30 597 134 115 2 380 112 2576
"3" 56 194 1070 437 1386 4582 47 30 531 189 94 2 380 75 2424
"4" 50 235 1109 455 1407 4572 71 35 654 78 78 NA 416 97 2509
"5" 40 200 1050 437 1372 4685 42 26 560 166 101 1 352 89 2427
"6" 47 226 1052 483 1377 4658 49 40 625 184 91 NA 435 116 2403
"7" 48 248 1100 404 1425 4624 52 32 552 136 32 1 410 93 2494
"8" 24 232 1063 428 1362 4624 60 44 633 159 89 1 403 93 2568
"9" 46 170 988 495 1320 4647 36 30 600 111 106 3 405 139 2556
"10" 57 243 996 488 1276 4596 37 14 635 160 99 NA 447 120 2517
"11" 51 193 1044 467 1370 4587 64 46 609 147 94 1 401 88 2506
"12" 58 214 1076 451 1386 4746 59 17 590 167 93 1 359 89 2527
"13" 63 208 1010 458 1358 4452 73 38 645 147 92 1 414 116 2542
"14" 22 182 1066 426 1368 4555 103 15 621 107 92 2 433 40 2529
"15" 91 197 1008 457 1394 4754 71 29 586 200 91 1 370 102 2609
"16" 67 237 1024 460 1354 4636 47 27 595 199 74 3 421 91 2310
"17" 31 231 988 443 1354 4732 64 35 613 136 91 2 379 102 2488
"18" 108 216 1128 416 1530 4477 33 31 576 129 78 1 422 108 2458
"19" 83 243 1129 477 1331 4391 75 31 539 146 96 NA 476 111 2617
"20" 63 194 1084 453 1422 4535 39 29 539 173 86 5 396 103 2541
"21" 55 211 980 439 1278 4552 45 41 549 160 100 1 389 103 2470
"22" 37 196 1096 475 1394 4730 40 24 575 164 86 3 419 96 2474
"23" 75 105 1145 445 1360 4621 59 16 553 92 81 1 398 96 2540
"24" 37 186 1022 469 1317 4521 52 30 606 131 84 1 445 88 2443
"25" 35 204 1103 433 1469 4716 61 32 633 104 75 3 430 114 2433
"26" 48 244 1084 485 1351 4562 24 27 609 182 94 1 419 104 2490
"27" 54 219 1097 493 1402 4670 38 27 511 174 101 NA 415 131 2479
"28" 68 217 1114 433 1431 4664 66 47 562 212 78 NA 372 92 2476
"29" 54 225 1079 489 1368 4575 69 58 571 151 90 1 391 129 2564
"30" 40 233 1057 455 1414 4709 72 35 581 192 98 NA 366 106 2404
"31" 57 200 1004 404 1236 4709 38 33 562 161 73 2 425 119 2528
"32" 41 197 1036 412 1233 4634 62 59 630 105 76 NA 412 111 2453
"33" 58 242 1148 492 1437 4673 53 42 625 201 86 1 373 117 2527
"34" 47 215 1047 465 1321 4556 61 29 628 129 85 NA 374 86 2367
"35" 73 219 1064 487 1263 4642 59 42 584 90 77 3 374 111 2318
"36" 54 235 1038 428 1346 4579 35 33 630 158 74 NA 439 93 2479
"37" 55 214 1074 497 1317 4550 48 48 592 157 87 4 393 107 2368
"38" 67 269 1153 479 1403 4811 61 24 527 214 79 2 420 84 2424
"39" 55 207 1027 447 1454 4673 45 43 602 163 97 3 408 121 2686
"40" 42 217 1118 454 1323 4598 39 43 558 180 94 4 378 94 2497
"41" 23 180 1244 388 1203 4589 66 34 565 158 95 NA 386 110 2530
"42" 68 230 1003 461 1381 4671 65 31 581 120 100 1 437 76 2439
"43" 21 196 1090 459 1219 4540 58 26 599 159 93 3 426 113 2445
"44" 60 207 1008 508 1283 4704 59 24 563 190 82 NA 410 74 2688
"45" 39 194 1031 459 1339 4715 65 43 641 140 85 2 433 138 2681
"46" 73 184 1082 451 1409 4470 55 33 567 119 86 1 418 89 2420
"47" 34 207 1015 445 1279 4683 89 32 569 181 76 NA 395 90 2572
"48" 33 227 1028 437 1251 4514 50 28 533 137 95 NA 403 113 2466
"49" 40 227 1098 448 1538 4652 41 18 559 138 78 5 366 142 2484
"50" 45 212 1144 443 1345 4779 84 42 660 172 69 NA 351 109 2546
"51" 79 182 973 407 1269 4577 78 21 583 182 84 4 372 102 2442
"52" 77 254 1099 474 1253 4586 51 17 537 207 95 NA 404 141 2432
"53" 70 212 1032 470 1420 4708 47 29 592 185 89 3 418 126 2530
"54" 42 207 1023 447 1411 4658 61 28 615 180 88 NA 355 99 2468
"55" 39 261 1037 451 1243 4647 54 32 641 210 103 NA 434 95 2579
"56" 34 223 1044 479 1253 4599 55 36 579 185 99 1 464 113 2534
"57" 54 202 1079 429 1375 4653 63 20 549 121 92 NA 356 102 2510
"58" 61 104 1104 436 1333 4590 42 18 583 186 79 NA 444 90 2504
"59" 66 214 1090 438 1346 4680 46 30 603 127 97 NA 419 113 2520
"60" 63 190 989 507 1345 4712 53 37 627 127 99 NA 393 118 2553
"61" 36 202 1139 474 1412 4615 53 68 570 90 77 NA 387 106 2506
"62" 52 210 1037 406 1381 4592 39 32 603 185 112 NA 391 89 2464
"63" 88 234 1079 445 1296 4609 49 26 568 165 96 4 379 95 2351
"64" 52 216 1027 447 1345 4439 62 26 567 186 90 4 371 125 2506
"65" 45 185 1059 443 1393 4741 57 34 576 190 119 1 427 126 2500
"66" 49 241 1042 477 1309 4553 52 45 560 138 105 NA 362 120 2595
"67" 48 201 1015 443 1320 4453 40 43 595 114 109 1 205 103 2535
"68" 43 193 1026 398 1356 4686 49 39 566 72 86 2 393 95 2501
"69" 62 196 1138 483 1340 4565 42 29 541 173 92 NA 404 72 2520
"70" 41 223 972 441 1374 4746 73 28 546 105 99 1 397 96 2393
"71" 46 244 1068 436 1410 4535 52 21 537 154 79 NA 377 104 2423
"72" 66 223 1011 512 1294 4705 63 37 605 200 74 NA 418 97 2485
"73" 69 234 1055 479 1409 4493 48 46 602 136 109 1 411 103 2548
"74" 71 237 1065 461 1290 4646 75 35 595 122 93 NA 382 110 2544
"75" 51 185 1067 464 1432 4866 64 40 575 227 98 NA 450 121 2491
"76" 77 243 1079 463 1327 4683 41 44 586 147 84 2 434 118 2478
"77" 74 229 1012 520 1491 4683 49 25 618 159 90 NA 422 107 2344
"78" 32 243 989 479 1194 4659 72 36 592 135 110 NA 367 104 2457
"79" 52 199 1006 452 1386 4703 76 41 623 150 90 2 414 93 2593
"80" 36 180 938 400 1206 4789 47 49 553 152 82 NA 432 88 2446
"81" 30 220 1188 470 1427 4675 54 30 586 123 76 NA 419 85 2562
"82" 63 230 1028 463 1295 4523 59 37 590 115 90 1 406 116 2502
"83" 28 209 1002 438 1381 4672 36 22 581 94 102 NA 367 84 2453
"84" 25 205 1076 449 1409 4821 69 34 545 96 46 NA 430 108 2416
"85" 54 200 1055 452 1352 4524 59 33 561 129 78 2 359 123 2501
"86" 52 204 1085 459 1313 4672 36 32 592 113 78 NA 363 52 2544
"87" 49 269 1098 503 1382 4775 66 45 637 235 90 NA 413 98 2536
"88" 50 189 1022 407 1372 4578 49 33 565 131 115 2 442 114 2490
"89" 60 217 1058 484 1335 4599 75 28 590 145 99 NA 426 80 2648
"90" 93 249 1050 506 1395 4691 71 29 584 94 98 NA 405 99 2474
"91" 65 199 1093 439 1358 4619 47 41 597 119 97 1 402 101 2602
"92" 71 198 1105 433 1262 4567 73 35 570 133 99 1 458 98 2551
"93" 33 207 964 460 1294 4506 60 15 587 194 99 NA 430 116 2618
"94" 28 216 1104 464 1291 4634 46 33 601 177 96 1 374 113 2603
"95" 46 208 914 465 1311 4616 95 46 639 161 83 NA 387 130 2596
"96" 64 257 1076 458 1373 4660 56 29 637 117 110 2 400 95 2450
"97" 40 184 990 448 1311 4807 72 30 665 153 90 3 394 97 2563
