"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 54 18 51 16 2000 3.78
"2" "kukd" 399 0 0 1 NA 208 27 209 22 2000 1.92
"3" "kuku" 1873 0 0 1 NA 1058 57 1056 61 2000 1.77
"4" "pkd" 901 0 0 1 NA 450 30 449 28 2000 2
"5" "pku" 2031 0 0 1 NA 1329 86 1328 77 2000 1.53
"6" "pp" 16685 0 0 1 NA 4619 103 4620 102 2000 3.61
"7" "tdkd" 82 0.0865 NA 0.9215 NA 56 17 55 15 2000 1.46
"8" "tdku" 65 0.001 0.015 0.999 NA 33 9 33 9 2000 1.97
"9" "tdp" 1082 0 0 1 NA 587 35 587 34 2000 1.84
"10" "tdtd" 221 0.0635 NA 0.9385 NA 154 42 151 42 2000 1.44
"11" "tukd" 99 0.3125 NA 0.7195 NA 92 14 93 12 2000 1.08
"12" "tuku" 1 0.5925 NA 0.7255 NA 1 2 1 1 2000 1
"13" "tup" 497 0.00149999999999995 0.0224999999999992 0.999 NA 403 37 405 33 2000 1.23
"14" "tutd" 102 0.5225 NA 0.502 NA 103 17 102 16 2000 0.99
"15" "tutu" 3575 0 0 1 NA 2498 89 2500 90 2000 1.43
