"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 59 167 984 387 1241 4272 44 17 558 140 85 1 346 72 2133
"2" 29 168 933 419 1232 4157 46 23 520 106 86 2 420 111 2170
"3" 55 222 1104 429 1278 4171 51 17 501 86 83 NA 359 75 2126
"4" 41 195 1019 394 1186 4245 39 18 507 125 97 NA 375 61 2218
"5" 53 207 1023 400 1149 4013 27 36 501 108 77 NA 364 100 2163
"6" 47 183 1004 403 1238 4389 65 21 547 108 68 1 351 117 2222
"7" 97 177 962 447 1177 4087 78 40 577 149 68 NA 381 91 2177
"8" 36 205 964 433 1196 4168 47 42 478 110 74 3 331 105 2226
"9" 65 198 933 386 1142 4105 63 29 552 260 93 NA 361 73 2119
"10" 47 222 1026 439 1309 4067 79 41 481 151 90 NA 357 100 2212
"11" 99 230 941 428 1110 4116 72 34 494 85 66 NA 318 83 2407
"12" 66 202 925 439 1207 4181 47 33 541 166 75 3 364 82 2147
"13" 51 204 904 406 1182 4055 45 38 568 145 35 3 354 83 2242
"14" 62 162 993 393 1232 4056 25 32 543 78 86 1 338 72 2188
"15" 35 213 984 448 1282 4399 67 21 601 55 63 2 349 89 2253
"16" 50 183 930 384 1171 4232 46 45 516 115 90 1 303 102 2280
"17" 41 96 989 447 1188 4070 48 30 502 180 67 1 378 104 2216
"18" 28 197 908 418 1093 4072 70 39 540 77 85 2 347 78 2255
"19" 41 197 895 441 1189 4118 37 18 491 191 87 NA 366 89 2173
"20" 34 194 1047 378 1198 4168 72 30 520 146 52 1 375 45 2193
"21" 82 166 918 361 1055 4066 61 18 503 151 73 3 373 64 2213
"22" 78 237 988 433 1125 4061 49 26 561 165 75 5 390 106 2170
"23" 47 178 949 410 1151 4059 57 20 545 208 77 6 410 85 2242
"24" 30 165 897 458 1102 4028 28 27 487 169 92 NA 328 87 2098
"25" 44 192 888 403 1154 4077 59 29 558 102 67 NA 323 80 2324
"26" 42 197 900 401 1183 4094 54 31 466 127 91 6 417 71 2061
"27" 44 212 1041 348 1209 3970 41 38 461 115 111 NA 397 87 2055
"28" 113 198 913 423 1026 4135 54 10 452 48 96 1 401 97 2087
"29" 47 182 930 405 1151 4095 42 18 554 179 70 6 328 86 2158
"30" 42 196 1015 367 1301 4089 44 37 566 76 77 NA 419 103 2231
"31" 35 161 920 428 1215 4153 28 32 557 240 91 1 334 99 2308
"32" 45 177 1012 419 1330 4257 92 30 470 163 116 NA 372 86 2270
"33" 49 93 935 429 1161 3996 33 33 513 110 72 1 339 112 2178
"34" 36 180 989 400 1132 4164 67 37 539 109 83 1 385 92 2253
"35" 41 213 1065 412 1207 4098 37 37 560 154 95 NA 352 111 2236
"36" 27 165 952 410 1252 4158 64 47 565 158 94 1 359 103 2275
"37" 52 206 983 422 1183 4025 93 29 525 118 80 NA 395 107 2232
"38" 76 188 1020 425 1179 4174 49 45 523 140 105 1 392 106 2104
"39" 59 190 814 394 1100 3978 57 33 554 157 90 NA 320 63 2039
"40" 32 178 1024 425 1302 4109 75 16 541 127 70 NA 356 84 2236
"41" 53 193 981 425 1212 4035 33 19 526 70 98 NA 351 86 2330
"42" 54 201 894 426 1173 4125 47 30 526 153 65 NA 375 81 2132
"43" 75 187 972 406 1312 4175 49 33 535 178 84 1 381 109 2385
"44" 62 190 967 369 1225 4052 59 34 497 168 90 NA 361 120 2148
"45" 29 165 979 418 1184 4237 46 22 514 133 92 1 346 88 2065
"46" 70 200 889 421 1139 4158 45 37 485 105 120 3 372 103 2122
"47" 59 206 918 413 1106 4023 70 33 473 103 60 2 357 84 2235
"48" 30 212 1008 428 1178 4118 102 34 524 109 84 3 337 104 2197
