"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 18 48 18 2000 3.94
"2" "kukd" 368 0 0 1 NA 192 25 193 21 2000 1.92
"3" "kuku" 1717 0 0 1 NA 953 52 953 52 2000 1.8
"4" "pkd" 845 0 0 1 NA 414 30 414 28 2000 2.04
"5" "pku" 1853 0 0 1 NA 1190 81 1192 67 2000 1.56
"6" "pp" 15943 0 0 1 NA 4138 95 4136 93 2000 3.85
"7" "tdkd" 78 0.071 NA 0.9335 NA 52 17 50 15 2000 1.5
"8" "tdku" 57 0.003 NA 0.997 NA 30 9 30 9 2000 1.9
"9" "tdp" 1021 0 0 1 NA 527 33 527 34 2000 1.94
"10" "tdtd" 200 0.0620000000000001 NA 0.9385 NA 136 39 132 40 2000 1.47
"11" "tukd" 88 0.3535 NA 0.68 NA 84 12 83 12 2000 1.05
"12" "tuku" 1 0.563 NA 0.7635 NA 1 1 1 1 2000 1
"13" "tup" 430 0.00749999999999995 NA 0.9925 NA 356 36 357 30 2000 1.21
"14" "tutd" 91 0.4835 NA 0.5525 NA 90 15 90 13 2000 1.01
"15" "tutu" 3201 0 0 1 NA 2181 84 2179 83 2000 1.47
