"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 58 NA 30 NA NA NA
"ku" "kd" 227 7 32 6 NA NA
"ku" "ku" 1261 17 14 17 3 3
"p" "kd" 501 9 19 10 NA NA
"p" "ku" 1636 8 3 24 NA 3
"p" "p" 5473 11 14 117 NA 1
"td" "kd" 58 NA 7 1 NA NA
"td" "ku" 27 NA 1 NA 1 NA
"td" "p" 673 NA 1 3 9 NA
"td" "td" 143 NA NA 6 2 4
"tu" "kd" 93 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 507 NA 1 3 NA NA
"tu" "td" 121 1 NA 1 NA 5
"tu" "tu" 3114 NA NA 15 2 5
"kd" "kd" 31 NA 13 NA NA NA
"ku" "kd" 209 8 25 2 NA NA
"ku" "ku" 1209 12 16 2 1 2
"p" "kd" 576 2 10 20 NA NA
"p" "ku" 1642 4 7 12 1 1
"p" "p" 5441 1 5 136 7 2
"td" "kd" 40 NA 11 NA NA NA
"td" "ku" 20 NA 1 NA 1 NA
"td" "p" 591 NA 1 7 28 NA
"td" "td" 116 NA NA NA NA 12
"tu" "kd" 123 NA 5 1 NA NA
"tu" "p" 484 NA NA 4 NA 5
"tu" "td" 104 NA NA NA NA 12
"tu" "tu" 2998 1 1 12 3 5
"kd" "kd" 31 13 11 NA NA NA
"ku" "kd" 206 11 15 6 NA NA
"ku" "ku" 1167 18 7 11 1 1
"p" "kd" 438 7 11 12 1 NA
"p" "ku" 1498 3 3 18 NA 3
"p" "p" 5226 10 10 127 4 2
"td" "kd" 43 NA 2 NA NA NA
"td" "ku" 26 NA NA NA 1 NA
"td" "p" 665 NA NA 2 32 NA
"td" "td" 97 NA NA NA NA 80
"tu" "kd" 101 1 NA 1 NA NA
"tu" "p" 442 1 1 3 NA NA
"tu" "td" 102 NA NA 1 NA 9
"tu" "tu" 3293 1 1 5 5 3
"kd" "kd" 45 4 6 1 NA NA
"ku" "kd" 198 1 8 5 NA NA
"ku" "ku" 1243 4 4 10 NA 3
"p" "kd" 477 3 10 13 NA NA
"p" "ku" 1570 1 2 19 2 1
"p" "p" 5460 5 5 121 4 NA
"td" "kd" 87 NA NA NA 5 NA
"td" "ku" 56 NA NA 1 1 NA
"td" "p" 697 NA 1 5 34 1
"td" "td" 210 NA NA NA 34 NA
"tu" "kd" 89 NA NA NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 488 NA NA 4 1 1
"tu" "td" 113 NA NA NA NA 4
"tu" "tu" 3143 NA NA 10 3 3
"kd" "kd" 42 3 29 NA NA NA
"ku" "kd" 187 5 23 4 NA NA
"ku" "ku" 1177 11 10 5 NA NA
"p" "kd" 506 16 12 15 NA NA
"p" "ku" 1480 3 8 11 NA 2
"p" "p" 5293 1 7 99 1 1
"td" "kd" 61 NA 6 NA NA NA
"td" "ku" 48 NA NA NA 1 NA
"td" "p" 641 NA 1 10 30 NA
"td" "td" 168 NA NA NA 5 9
"tu" "kd" 119 NA 3 NA NA NA
"tu" "p" 505 NA NA 7 NA 1
"tu" "td" 131 NA NA NA NA 5
"tu" "tu" 3121 NA 1 4 1 2
"kd" "kd" 49 5 27 19 NA NA
"ku" "kd" 200 3 20 17 NA NA
"ku" "ku" 1247 11 7 11 1 3
"p" "kd" 486 17 20 29 NA NA
"p" "ku" 1759 12 3 32 1 2
"p" "p" 5356 4 14 140 7 NA
"td" "kd" 49 NA 1 5 NA NA
"td" "ku" 27 NA NA NA 2 NA
"td" "p" 685 NA 1 4 36 NA
"td" "td" 199 NA NA NA 21 3
"tu" "kd" 124 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 511 NA 1 2 NA 1
"tu" "td" 105 NA NA NA NA 5
"tu" "tu" 3160 NA 1 3 1 3
"kd" "kd" 59 3 19 NA NA NA
"ku" "kd" 232 3 20 2 NA NA
"ku" "ku" 1203 2 10 12 3 3
"p" "kd" 525 8 23 21 NA NA
"p" "ku" 1567 1 2 18 3 8
"p" "p" 5587 3 13 111 5 1
"td" "kd" 42 NA NA 6 1 NA
"td" "ku" 56 NA NA 1 1 NA
"td" "p" 659 NA NA 1 41 1
"td" "td" 160 NA NA NA 32 NA
"tu" "kd" 83 NA 5 NA NA NA
"tu" "p" 490 NA 3 1 NA 3
"tu" "td" 119 NA NA NA 1 18
"tu" "tu" 2996 NA NA 6 1 6
"kd" "kd" 40 10 26 NA NA NA
"ku" "kd" 268 12 28 5 1 NA
"ku" "ku" 1120 11 22 19 3 NA
"p" "kd" 511 7 18 27 NA NA
"p" "ku" 1456 12 15 22 1 2
"p" "p" 5251 7 18 148 3 1
"td" "kd" 35 NA 1 NA NA NA
"td" "ku" 31 NA NA NA 2 NA
"td" "p" 629 NA 1 10 33 NA
"td" "td" 147 NA NA NA NA 3
"tu" "kd" 119 1 6 4 NA NA
"tu" "p" 535 NA 2 5 NA 1
"tu" "td" 104 NA NA NA NA 9
"tu" "tu" 3231 1 NA 4 1 1
"kd" "kd" 44 4 11 2 NA NA
"ku" "kd" 174 4 21 2 1 NA
"ku" "ku" 1142 13 11 14 2 1
"p" "kd" 464 2 29 20 1 NA
"p" "ku" 1523 2 7 28 NA NA
"p" "p" 5377 7 17 118 4 4
"td" "kd" 47 NA 13 NA 2 NA
"td" "ku" 39 NA 3 NA 1 NA
"td" "p" 730 NA 4 1 32 NA
"td" "td" 181 NA NA NA 2 NA
"tu" "kd" 100 NA 3 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 508 NA NA 5 NA NA
"tu" "td" 126 NA NA NA NA 6
"tu" "tu" 3138 1 NA 14 2 4
"kd" "kd" 58 4 1 NA NA NA
"ku" "kd" 224 1 15 3 NA NA
"ku" "ku" 1242 8 6 8 3 2
"p" "kd" 483 NA 19 23 NA NA
"p" "ku" 1581 6 5 9 3 3
"p" "p" 5370 1 13 124 6 2
"td" "kd" 63 NA NA 3 3 NA
"td" "ku" 32 NA NA 1 1 NA
"td" "p" 674 NA NA 3 20 3
"td" "td" 173 NA NA NA 9 12
"tu" "kd" 109 NA 2 3 NA NA
"tu" "p" 497 NA 2 5 1 1
"tu" "td" 99 NA NA 1 NA 5
"tu" "tu" 3305 NA 1 12 3 5
"kd" "kd" 57 11 11 1 NA NA
"ku" "kd" 221 4 22 2 NA NA
"ku" "ku" 1233 10 8 4 1 1
"p" "kd" 463 6 20 11 NA NA
"p" "ku" 1518 11 3 18 1 1
"p" "p" 5584 2 13 120 4 2
"td" "kd" 85 NA 2 1 NA NA
"td" "ku" 25 NA 1 NA 2 NA
"td" "p" 689 NA NA NA 14 NA
"td" "td" 166 NA NA NA 1 1
"tu" "kd" 111 NA 4 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 509 NA NA 2 NA 3
"tu" "td" 140 NA NA 1 NA 10
"tu" "tu" 3252 NA NA 14 2 5
"kd" "kd" 46 9 NA NA NA NA
"ku" "kd" 161 3 33 2 NA NA
"ku" "ku" 1122 15 5 14 1 4
"p" "kd" 454 1 23 10 NA NA
"p" "ku" 1554 11 5 21 NA 5
"p" "p" 5346 20 6 126 2 3
"td" "kd" 39 NA 4 7 2 1
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 610 NA 1 11 24 NA
"td" "td" 161 NA NA NA NA NA
"tu" "kd" 107 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 564 NA NA 4 NA 2
"tu" "td" 110 NA NA NA NA 21
"tu" "tu" 3066 NA NA 11 2 2
"kd" "kd" 43 NA 10 NA NA NA
"ku" "kd" 175 3 16 4 1 NA
"ku" "ku" 1269 8 14 7 1 2
"p" "kd" 492 2 21 6 NA NA
"p" "ku" 1648 15 8 17 3 NA
"p" "p" 5444 1 27 113 2 3
"td" "kd" 75 NA 1 NA 6 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 645 NA NA 7 31 NA
"td" "td" 182 NA NA NA 10 7
"tu" "kd" 92 1 5 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 468 NA NA 10 NA NA
"tu" "td" 139 NA NA NA NA 7
"tu" "tu" 3175 NA NA 7 1 6
"kd" "kd" 25 5 14 4 NA NA
"ku" "kd" 187 1 30 4 NA NA
"ku" "ku" 1199 8 13 17 1 NA
"p" "kd" 428 2 26 20 NA NA
"p" "ku" 1563 7 3 22 NA 3
"p" "p" 5315 2 13 142 1 2
"td" "kd" 76 NA 7 5 1 NA
"td" "ku" 60 NA NA NA 1 NA
"td" "p" 670 NA 5 4 20 NA
"td" "td" 153 NA NA NA NA 3
"tu" "kd" 101 NA 2 3 NA NA
"tu" "p" 477 NA NA 8 NA NA
"tu" "td" 89 NA NA NA NA 3
"tu" "tu" 3309 NA NA 7 2 5
"kd" "kd" 37 1 12 3 NA NA
"ku" "kd" 199 2 15 7 1 NA
"ku" "ku" 1202 3 10 12 1 2
"p" "kd" 446 6 14 26 NA NA
"p" "ku" 1508 6 3 17 1 NA
"p" "p" 5512 3 5 106 2 2
"td" "kd" 54 NA NA 2 1 NA
"td" "ku" 30 NA 1 NA 1 NA
"td" "p" 675 NA 2 4 12 2
"td" "td" 174 NA NA NA 23 2
"tu" "kd" 109 NA 2 NA NA NA
"tu" "p" 539 NA NA 1 NA NA
"tu" "td" 124 NA NA NA NA 10
"tu" "tu" 3367 2 1 9 2 6
"kd" "kd" 38 7 29 NA NA NA
"ku" "kd" 211 5 23 3 1 NA
"ku" "ku" 1251 10 17 10 3 5
"p" "kd" 471 5 16 11 1 NA
"p" "ku" 1491 4 7 20 NA 2
"p" "p" 5310 3 5 107 2 5
"td" "kd" 48 NA 1 1 NA NA
"td" "ku" 44 NA NA NA 1 NA
"td" "p" 637 NA 1 5 41 NA
"td" "td" 212 NA NA NA NA 72
"tu" "kd" 102 1 4 2 NA NA
"tu" "p" 489 NA 1 6 NA 1
"tu" "td" 99 NA NA NA 1 7
"tu" "tu" 3244 NA NA 12 7 3
"kd" "kd" 33 14 11 NA NA NA
"ku" "kd" 193 8 32 2 2 NA
"ku" "ku" 1182 9 15 10 1 3
"p" "kd" 401 2 36 22 NA NA
"p" "ku" 1450 5 1 17 1 1
"p" "p" 5434 2 20 145 4 3
"td" "kd" 71 NA 9 NA 2 NA
"td" "ku" 51 NA NA NA 1 NA
"td" "p" 710 NA NA 3 33 1
"td" "td" 208 NA NA NA NA 10
"tu" "kd" 95 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 460 NA 2 1 NA NA
"tu" "td" 123 NA NA 1 NA 7
"tu" "tu" 3134 1 NA 17 3 10
"kd" "kd" 36 30 10 NA NA NA
"ku" "kd" 178 14 29 3 NA NA
"ku" "ku" 1308 14 7 20 1 1
"p" "kd" 448 8 19 22 NA NA
"p" "ku" 1533 6 4 23 NA 3
"p" "p" 5170 12 9 127 1 5
"td" "kd" 43 NA 1 1 NA NA
"td" "ku" 26 NA NA NA 1 NA
"td" "p" 620 NA 2 15 30 NA
"td" "td" 226 NA NA NA 2 4
"tu" "kd" 108 1 5 4 NA NA
"tu" "p" 510 NA 1 5 NA 1
"tu" "td" 106 NA NA NA NA 4
"tu" "tu" 3116 NA 1 7 1 6
