"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 17 59 16 100 3.45
"2" "kukd" 438 0 0 1 NA 241 23 241 22 100 1.82
"3" "kuku" 2103 0 0 1 NA 1248 59 1253 57 100 1.69
"4" "pkd" 981 0 0 1 NA 519 32 520 30 100 1.89
"5" "pku" 2297 0 0 1 NA 1576 82 1580 80 100 1.46
"6" "pp" 18008 0 0 1 NA 5478 102 5480 102 100 3.29
"7" "tdkd" 88 0.13 NA 0.9 NA 66 21 64 15 100 1.33
"8" "tdku" 76 0 0 1 NA 40 10 40 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 697 35 694 40 100 1.73
"10" "tdtd" 231 0.12 NA 0.88 NA 181 45 174 46 100 1.28
"11" "tukd" 111 0.48 NA 0.58 NA 109 15 109 15 100 1.02
"12" "tuku" 1 0.67 NA 0.8 NA 1 2 1 1 100 1
"13" "tup" 583 0.02 NA 0.98 NA 491 55 498 37 100 1.19
"14" "tutd" 123 0.52 NA 0.52 NA 125 17 123 19 100 0.98
"15" "tutu" 4391 0 0 1 NA 3163 117 3174 118 100 1.39
