"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
21 205 1147 426 1620 5049 30 42 539 48 131 502 130 3336 NA
21 220 1193 405 1587 4703 36 38 510 42 113 455 127 3041 3
27 197 1164 402 1567 4800 32 45 543 48 107 461 121 3100 1
18 187 1196 373 1492 4645 31 35 512 57 111 579 102 3005 1
29 197 1158 386 1655 4913 32 38 520 39 105 517 125 2860 1
18 193 1215 441 1535 4613 36 30 508 55 95 473 120 3223 3
23 234 1261 397 1628 4699 39 38 531 53 102 528 167 3084 3
25 226 1080 408 1526 4688 21 41 556 43 84 471 109 3098 2
23 180 1073 399 1517 4742 21 25 550 48 134 509 110 2967 1
21 193 1202 380 1612 4801 31 18 536 49 99 420 100 2867 1
19 210 1137 394 1559 4871 25 28 527 52 125 459 134 3174 NA
27 200 1059 401 1627 4826 28 39 484 36 108 479 106 3041 1
22 213 1123 418 1562 4683 17 39 522 46 107 511 123 2906 2
19 195 1174 400 1589 4808 24 43 521 49 100 457 104 2934 NA
22 189 1195 377 1401 4651 31 31 526 38 101 470 135 3056 NA
23 218 1068 422 1575 4896 43 57 550 46 113 541 118 2983 4
29 216 1081 411 1493 4893 32 38 529 47 107 511 139 2855 1
16 210 1107 426 1530 4661 26 38 529 51 90 559 122 3157 NA
19 182 1212 423 1620 4805 39 32 542 45 109 482 120 3072 4
29 176 1244 367 1664 4799 23 13 540 39 130 497 114 3024 5
33 189 1140 387 1374 4527 37 51 491 45 102 489 136 3060 1
24 224 1145 417 1419 4625 28 36 522 52 117 512 126 2858 NA
24 87 1103 407 1541 4794 45 62 559 46 107 477 103 3160 NA
25 227 1230 428 1634 4761 35 30 536 53 103 435 111 3302 4
26 254 1143 410 1476 4723 41 52 549 46 135 456 101 2931 1
22 228 1181 409 1496 4767 37 50 527 48 128 255 100 2953 NA
26 212 1223 414 1695 4834 32 54 515 45 110 498 126 3088 3
25 188 1082 402 1426 4729 21 30 499 39 123 498 138 2935 1
20 179 1154 396 1634 4638 38 26 508 55 92 514 115 3068 2
18 227 1194 425 1477 4765 27 48 491 51 103 516 93 3012 NA
24 206 1057 395 1476 4870 29 67 536 50 105 574 135 2892 1
25 209 1174 453 1564 4806 34 62 527 50 135 490 104 2913 2
27 198 1208 413 1623 4965 21 58 520 53 94 502 135 2936 1
27 176 1068 416 1467 4739 34 44 516 36 104 459 100 3134 1
21 174 1098 405 1596 4751 29 39 544 46 101 492 127 3043 NA
26 227 1164 412 1558 4726 25 35 468 57 133 490 117 3005 1
19 199 1093 441 1548 4924 36 41 551 38 78 491 104 3138 1
28 182 1203 380 1674 4724 25 30 544 51 96 540 141 2796 NA
23 209 1044 382 1524 4844 32 36 569 41 114 496 127 3109 1
19 95 1141 397 1525 4733 33 36 511 58 135 517 110 3010 1
24 192 1166 443 1676 5005 31 42 517 44 102 481 154 3059 1
36 206 1166 200 1571 4656 29 24 498 52 126 469 106 3048 NA
33 207 1169 401 1578 4886 45 48 502 50 98 525 132 3063 1
28 173 1113 421 1416 4623 32 38 526 50 105 461 95 2978 8
27 219 1184 389 1531 4732 20 33 495 47 95 493 123 2840 1
21 203 1049 406 1378 4701 33 43 520 47 109 494 108 3122 NA
15 205 1090 378 1523 4632 17 41 519 45 95 552 119 2973 1
18 191 1019 407 1565 4691 36 40 493 48 138 512 121 3121 1
21 196 1185 403 1578 4824 27 38 497 48 108 486 118 3157 2
19 213 1153 419 1569 4759 33 47 525 42 113 585 125 3053 NA
