"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
7 45 242 90 293 1078 5 11 144 14 11 1 110 15 626
8 30 233 96 283 1105 14 8 141 51 28 NA 95 22 616
4 50 226 91 310 1082 9 8 151 27 27 NA 123 13 606
7 39 244 101 282 1070 22 14 140 26 24 NA 101 29 625
5 41 230 117 318 1149 4 7 116 36 23 1 102 31 639
13 20 240 125 311 1076 21 11 171 69 20 NA 101 14 536
13 46 263 115 304 1069 2 5 138 65 12 NA 89 10 611
10 54 276 81 307 1094 6 5 117 19 19 NA 94 22 635
9 53 270 107 307 1051 15 5 131 50 19 NA 103 13 669
8 32 241 95 330 1056 26 13 169 73 15 NA 101 19 592
6 45 262 110 343 1160 21 2 153 26 23 NA 109 25 592
11 49 228 99 288 1083 1 3 143 51 9 NA 91 25 680
12 37 208 111 295 1144 11 9 135 14 28 NA 97 13 610
5 40 229 92 308 1126 15 9 127 32 26 NA 108 27 620
9 26 284 92 302 1032 10 7 128 30 21 1 50 27 580
10 42 225 101 269 1205 7 5 143 50 20 3 113 24 569
41 76 273 126 339 1088 8 7 152 128 22 NA 92 16 578
2 43 209 100 311 1112 4 10 155 23 30 NA 100 29 606
7 40 256 95 331 1082 9 8 149 88 20 NA 121 17 622
12 47 250 91 308 1041 13 7 137 28 27 1 114 20 632
9 42 275 85 316 1153 9 7 133 19 29 NA 105 11 608
10 39 215 118 339 1093 10 11 149 40 31 NA 98 28 614
17 41 293 95 319 1144 14 5 131 38 17 NA 117 26 616
7 33 254 81 308 1039 34 13 139 41 13 NA 93 30 588
7 59 253 122 289 1086 10 3 120 45 24 NA 87 27 690
5 57 259 92 308 1097 2 7 150 64 18 NA 99 25 604
38 54 214 110 309 1117 14 8 153 13 21 NA 89 13 544
5 39 214 86 284 1096 17 6 130 10 21 3 110 32 611
8 19 258 100 313 1069 13 9 145 26 12 NA 87 17 618
10 34 265 107 314 1067 8 6 132 109 20 1 76 21 609
2 42 236 96 289 1069 16 5 145 38 18 NA 91 12 627
19 64 264 137 331 1049 12 7 136 49 24 NA 97 21 602
22 56 285 103 290 1124 12 4 157 23 24 NA 89 23 673
40 50 274 130 354 1113 5 3 145 65 28 NA 100 21 529
23 53 249 132 329 1110 15 9 142 57 27 1 104 20 656
12 34 224 83 316 1077 7 8 153 17 26 NA 81 22 632
16 54 226 93 327 1040 3 9 134 4 18 1 109 16 564
2 42 234 125 280 1126 20 6 125 16 25 NA 102 16 646
5 51 269 114 303 1133 5 7 122 52 18 NA 82 22 551
10 27 241 85 326 1041 7 7 113 25 21 NA 86 17 623
2 63 315 111 343 1089 14 3 144 64 26 NA 90 20 584
10 37 249 87 296 1089 54 19 166 93 28 NA 115 31 665
1 38 225 108 293 1172 19 5 140 29 11 NA 116 23 634
11 44 252 132 307 1241 11 5 149 25 13 NA 77 22 592
21 52 271 117 298 1167 26 11 135 68 30 NA 117 27 620
10 56 245 105 287 1141 4 7 113 27 18 1 114 14 556
10 48 248 110 320 1086 9 7 113 22 30 1 100 18 597
12 25 257 76 350 1107 3 14 157 33 20 NA 119 29 664
18 49 210 112 302 1061 8 6 128 14 32 1 91 24 628
8 48 231 103 312 1157 10 9 125 11 22 NA 94 22 637
16 53 279 95 356 1069 4 8 147 101 23 1 105 15 606
9 31 234 114 297 1125 11 10 137 30 14 NA 97 25 630
10 48 241 116 331 1139 20 12 157 14 25 NA 114 32 597
15 52 261 131 324 1164 20 9 139 31 26 NA 69 20 577
9 49 260 138 288 1106 16 3 148 27 28 NA 116 17 595
9 31 240 117 292 1060 24 7 146 25 24 NA 86 19 576
8 47 212 108 307 1053 23 13 145 30 33 NA 92 23 633
4 49 248 107 304 1051 16 15 112 6 21 NA 86 13 569
