"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 11 8 10 8 100 9.91
"2" "kukd" 78 0 0 1 NA 23 7 23 6 100 3.39
"3" "kuku" 296 0 0 1 NA 81 9 81 9 100 3.65
"4" "pkd" 177 0 0 1 NA 43 9 43 7 100 4.12
"5" "pku" 320 0 0 1 NA 98 15 98 13 100 3.27
"6" "pp" 5271 0 0 1 NA 372 23 374 23 100 14.17
"7" "tdkd" 7 0.11 NA 0.92 NA 4 7 2 3 100 1.75
"8" "tdku" 7 0 0 1 NA 1 1 1 1 100 7
"9" "tdp" 262 0 0 1 NA 31 7 32 7 100 8.45
"10" "tdtd" 86 0 0 1 NA 5 6 3 4 100 17.2
"11" "tukd" 5 0.81 NA 0.34 NA 7 3 7 3 100 0.71
"12" "tuku" 0 1 NA 0.92 NA 0 0 0 0 100 NA
"13" "tup" 40 0.01 NA 1 NA 25 6 26 7 100 1.6
"14" "tutd" 6 0.15 NA 0.93 NA 4 2 4 1 100 1.5
"15" "tutu" 349 0 0 1 NA 152 14 154 14 100 2.3
