"group" "motif_type" "counts" "total_count"
"1" "others" 2 60
"1" "others" 3 19
"1" "others" 4 12
"1" "others" 5 9
"1" "others" 6 1
"1" "others" 8 1
"1" "others" 10 1
"1" "others" 11 1
"1" "others" 18 1
"1" "others" 19 1
"1" "others" 24 1
"1" "protein_complexes" 2 383
"1" "protein_complexes" 3 69
"1" "protein_complexes" 4 22
"1" "protein_complexes" 5 6
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 5
"1" "regulatory_triplets" 2 185
"1" "regulatory_triplets" 3 33
"1" "regulatory_triplets" 4 5
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 2
"1" "regulatory_triplets" 11 1
"1" "signaling_triplets" 2 249
"1" "signaling_triplets" 3 41
"1" "signaling_triplets" 4 15
"1" "signaling_triplets" 5 4
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 2
"1" "signaling_triplets" 16 1
"2" "others" 2 59
"2" "others" 3 14
"2" "others" 4 7
"2" "others" 5 2
"2" "others" 6 2
"2" "others" 7 5
"2" "others" 8 6
"2" "others" 10 3
"2" "others" 12 1
"2" "others" 15 1
"2" "others" 17 1
"2" "others" 20 1
"2" "others" 24 1
"2" "others" 27 1
"2" "others" 45 1
"2" "protein_complexes" 2 403
"2" "protein_complexes" 3 71
"2" "protein_complexes" 4 20
"2" "protein_complexes" 5 9
"2" "protein_complexes" 6 8
"2" "protein_complexes" 7 1
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 1
"2" "protein_complexes" 10 1
"2" "regulatory_triplets" 2 194
"2" "regulatory_triplets" 3 26
"2" "regulatory_triplets" 4 7
"2" "regulatory_triplets" 5 6
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 7 1
"2" "regulatory_triplets" 8 1
"2" "signaling_triplets" 2 222
"2" "signaling_triplets" 3 40
"2" "signaling_triplets" 4 15
"2" "signaling_triplets" 5 9
"2" "signaling_triplets" 6 4
"2" "signaling_triplets" 7 1
"2" "signaling_triplets" 12 1
"3" "others" 2 61
"3" "others" 3 19
"3" "others" 4 8
"3" "others" 5 2
"3" "others" 7 1
"3" "others" 8 1
"3" "others" 9 1
"3" "others" 10 2
"3" "others" 12 1
"3" "others" 14 1
"3" "others" 24 1
"3" "protein_complexes" 2 393
"3" "protein_complexes" 3 62
"3" "protein_complexes" 4 29
"3" "protein_complexes" 5 5
"3" "protein_complexes" 6 3
"3" "protein_complexes" 7 3
"3" "protein_complexes" 8 1
"3" "protein_complexes" 9 1
"3" "regulatory_triplets" 2 157
"3" "regulatory_triplets" 3 14
"3" "regulatory_triplets" 4 4
"3" "regulatory_triplets" 5 3
"3" "regulatory_triplets" 6 2
"3" "regulatory_triplets" 7 1
"3" "regulatory_triplets" 9 1
