"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 17 41 16 2000 4.23
"2" "kukd" 329 0 0 1 NA 161 23 160 19 2000 2.04
"3" "kuku" 1477 0 0 1 NA 785 47 784 47 2000 1.88
"4" "pkd" 762 0 0 1 NA 349 26 349 25 2000 2.18
"5" "pku" 1598 0 0 1 NA 976 71 976 61 2000 1.64
"6" "pp" 14731 0 0 1 NA 3413 84 3414 85 2000 4.32
"7" "tdkd" 73 0.0415 NA 0.9605 NA 43 15 41 13 2000 1.7
"8" "tdku" 51 0 0 1 NA 24 7 24 7 2000 2.12
"9" "tdp" 920 0 0 1 NA 424 31 423 28 2000 2.17
"10" "tdtd" 170 0.051 NA 0.95 NA 105 35 100 34 2000 1.62
"11" "tukd" 71 0.4075 NA 0.631 NA 68 11 68 10 2000 1.04
"12" "tuku" 1 0.4855 NA 0.815 NA 1 1 0 0 2000 1
"13" "tup" 345 0.00700000000000001 NA 0.993 NA 282 30 282 24 2000 1.22
"14" "tutd" 67 0.614 NA 0.416 NA 70 13 70 12 2000 0.96
"15" "tutu" 2593 0 0 1 NA 1702 72 1701 70 2000 1.52
