"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 47 200 893 337 988 3484 33 19 433 69 88 1 266 63 1667
"2" 62 159 871 323 927 3519 50 33 420 100 70 NA 263 65 1754
"3" 48 189 713 336 974 3406 22 12 431 162 58 8 378 57 1544
"4" 36 159 738 381 1018 3474 57 20 459 156 78 NA 299 77 1695
"5" 49 167 765 367 975 3574 46 18 457 73 83 NA 277 77 1637
"6" 35 185 736 361 910 3456 36 25 425 136 62 4 265 39 1638
"7" 40 193 763 347 877 3433 65 26 473 74 83 NA 256 76 1793
"8" 16 168 802 359 897 3447 28 19 404 97 55 NA 297 50 1794
"9" 66 164 796 344 899 3245 43 26 421 101 104 NA 281 61 1757
"10" 66 183 795 400 1105 3396 49 25 374 131 57 1 265 73 1635
"11" 60 186 828 358 1067 3434 64 31 410 99 87 1 301 68 1731
"12" 16 61 678 296 972 3395 34 21 413 69 78 1 299 67 1702
"13" 52 177 865 362 997 3329 43 28 434 74 68 NA 300 73 1711
"14" 42 135 743 352 932 3404 29 21 436 107 59 NA 293 58 1749
"15" 50 168 746 420 1005 3436 82 42 440 93 61 1 243 79 1634
"16" 19 149 769 325 905 3282 55 20 435 69 72 NA 135 52 1706
"17" 20 138 811 367 923 3483 57 19 453 92 67 1 318 70 1824
"18" 26 129 833 340 1132 3594 47 33 512 177 64 2 250 113 1727
"19" 21 176 707 375 1029 3499 71 16 460 101 42 1 265 82 1749
"20" 35 176 781 316 969 3487 48 23 430 165 79 3 158 68 1532
"21" 26 158 720 367 1000 3311 33 28 411 84 74 1 261 79 1667
"22" 63 200 740 413 850 3371 28 23 436 242 64 1 310 73 1796
"23" 23 158 839 326 1011 3572 47 25 432 188 69 NA 297 77 1869
"24" 61 195 807 374 1006 3425 42 32 396 128 76 1 263 57 1643
"25" 36 160 790 373 1024 3496 44 21 445 67 70 2 274 92 1647
"26" 23 165 872 369 1051 3280 48 33 448 62 77 1 303 74 1620
"27" 89 194 892 376 1073 3290 56 22 436 130 50 1 244 76 1569
"28" 44 115 785 330 992 3483 67 24 469 131 76 NA 335 72 1660
"29" 31 153 704 332 919 3455 38 44 387 173 74 1 257 73 1739
"30" 35 154 781 181 914 3224 63 23 439 101 94 NA 283 83 1690
"31" 42 142 784 339 889 3399 24 22 401 81 54 NA 264 82 1718
"32" 40 183 802 381 1117 3469 29 21 422 187 71 NA 281 82 1628
"33" 56 189 780 370 932 3428 23 23 441 103 68 1 292 67 1779
"34" 40 170 722 389 887 3347 54 24 356 110 69 1 133 71 1703
"35" 33 145 776 366 975 3449 55 20 406 78 55 NA 303 57 1748
"36" 43 209 763 371 935 3359 62 22 461 80 57 NA 309 83 1580
"37" 73 71 876 382 1086 3370 53 27 408 178 56 2 279 70 1695
"38" 22 123 732 368 956 3430 49 34 441 88 68 NA 270 62 1722
"39" 32 148 773 337 870 3250 24 29 369 53 57 1 301 49 1665
"40" 34 163 879 332 1133 3438 38 24 371 109 73 3 257 63 1624
"41" 41 155 657 365 875 3349 32 34 374 74 79 NA 296 67 1544
"42" 78 140 878 378 976 3321 53 27 392 102 77 1 308 67 1588
"43" 36 168 804 335 1063 3270 42 16 425 133 79 3 256 91 1760
"44" 54 167 749 364 1001 3487 41 30 434 171 79 1 282 57 1667
"45" 59 156 813 369 961 3390 67 21 406 76 24 2 315 65 1746
"46" 25 156 728 311 872 3284 68 17 418 181 75 NA 125 65 1786
"47" 61 169 846 377 1011 3350 40 23 430 112 79 1 313 57 1707
"48" 60 165 746 332 943 3300 62 21 459 94 53 3 295 73 1619
"49" 38 198 822 394 988 3546 30 16 419 46 74 2 321 83 1749
"50" 30 160 740 318 949 3163 38 23 436 95 72 NA 243 50 1677
"51" 56 144 802 328 873 3366 24 33 452 141 67 1 132 68 1603
"52" 28 187 800 386 989 3422 37 26 416 95 75 NA 279 60 1755
"53" 51 149 781 328 906 3441 33 27 405 111 46 1 223 75 1810
"54" 38 130 802 371 1060 3491 60 23 466 76 52 NA 281 62 1766
"55" 34 184 724 340 894 3561 21 20 438 127 70 1 290 69 1724
"56" 61 159 731 344 952 3378 49 27 453 153 55 NA 314 66 1740
"57" 39 155 798 355 967 3459 43 23 412 138 81 1 307 64 1577
"58" 73 82 802 395 909 3531 48 23 469 196 75 NA 252 54 1669
"59" 79 209 822 352 951 3396 60 34 410 129 55 1 292 68 1714
"60" 38 161 853 354 1010 3427 25 25 444 82 79 NA 262 64 1523
"61" 47 168 916 353 1127 3539 33 22 431 90 65 1 283 50 1585
"62" 33 152 790 326 1004 3361 48 21 349 58 71 NA 259 66 1664
"63" 37 188 763 374 981 3529 13 38 392 90 69 NA 276 52 1645
"64" 31 131 812 314 1055 3504 28 9 411 90 49 NA 247 77 1747
"65" 33 159 777 380 941 3477 40 10 408 50 63 1 304 68 1539
"66" 44 174 702 387 897 3363 14 24 450 55 49 NA 259 74 1728
"67" 30 153 835 351 1063 3449 37 23 358 74 72 1 302 69 1729
"68" 25 124 733 354 1029 3440 41 15 393 137 77 3 270 85 1667
"69" 32 151 809 334 1027 3423 50 19 514 87 63 NA 266 88 1761
"70" 63 177 765 394 991 3539 20 31 383 57 58 NA 299 89 1766
"71" 79 143 847 356 1040 3452 35 24 434 104 76 NA 311 60 1684
"72" 34 172 771 341 922 3332 39 30 450 64 61 1 238 80 1727
"73" 37 174 789 334 943 3505 25 23 401 120 80 NA 144 59 1685
"74" 38 147 802 348 959 3389 28 25 399 173 81 NA 267 74 1613
"75" 20 154 823 310 974 3445 27 20 377 137 74 NA 265 63 1714
"76" 38 180 771 360 942 3235 41 36 455 85 70 1 278 80 1612
"77" 61 141 757 364 973 3448 34 20 403 91 60 NA 301 90 1585
"78" 36 188 819 362 1014 3311 33 23 450 145 52 NA 305 60 1771
"79" 21 146 787 374 993 3469 27 32 385 88 72 2 288 63 1833
"80" 34 158 766 350 981 3356 35 30 418 155 72 NA 271 62 1744
"81" 69 187 847 401 985 3440 29 29 421 86 63 3 261 60 1714
"82" 59 158 814 329 1048 3438 39 29 455 110 63 1 273 66 1750
"83" 46 184 782 334 878 3530 45 34 394 113 55 NA 291 93 1718
"84" 38 170 831 382 974 3511 22 30 401 88 72 NA 283 33 1569
"85" 38 154 772 311 1120 3621 48 28 390 81 71 3 281 57 1711
"86" 56 163 696 330 910 3360 38 22 420 95 69 NA 278 63 1678
"87" 27 146 675 288 876 3227 56 32 475 115 72 1 312 79 1771
"88" 43 70 814 339 1046 3423 58 24 424 84 42 1 260 75 1719
"89" 31 145 771 318 1023 3499 40 34 410 161 67 1 280 75 1642
"90" 41 155 857 350 1010 3383 64 33 418 102 66 1 262 71 1609
"91" 40 153 779 305 1022 3491 50 24 448 82 83 NA 281 64 1741
"92" 57 149 840 325 1007 3302 17 26 427 138 87 1 288 79 1792
"93" 39 121 894 335 1047 3386 47 36 500 77 60 1 265 87 1574
"94" 75 179 853 392 969 3494 27 31 438 91 81 2 280 84 1840
"95" 65 217 766 344 1022 3477 54 28 411 145 63 NA 272 56 1617
"96" 50 152 807 329 956 3352 6 32 423 98 54 3 271 73 1736
"97" 68 180 826 303 945 3341 39 26 430 129 60 NA 303 73 1753
"98" 45 153 813 321 993 3504 60 8 432 95 65 NA 263 38 1618
"99" 39 173 856 327 1091 3425 42 28 423 142 77 NA 250 58 1812
"100" 21 148 814 301 1098 3354 47 30 452 209 101 3 294 91 1704
"101" 29 146 698 334 978 3418 44 14 494 75 88 4 262 39 1753
"102" 54 184 760 335 933 3447 39 18 476 140 86 1 282 53 1636
"103" 25 161 805 334 1069 3449 13 17 411 151 63 NA 293 85 1696
"104" 61 196 772 355 963 3333 45 30 420 87 56 NA 295 68 1671
"105" 24 153 735 340 985 3373 44 30 427 175 68 1 318 67 1803
"106" 57 158 915 335 1017 3303 48 33 451 109 60 5 272 65 1733
"107" 75 171 772 359 1081 3507 59 38 463 186 70 1 298 76 1759
"108" 56 152 825 382 967 3510 30 23 433 74 79 2 314 72 1761
"109" 25 153 757 292 987 3464 70 24 429 98 73 NA 310 78 1579
"110" 33 198 683 338 883 3391 57 13 450 97 80 NA 142 57 1691
"111" 72 195 861 358 1022 3425 40 19 402 97 65 NA 316 35 1642
"112" 61 175 775 354 903 3228 49 25 454 87 53 1 332 57 1644
"113" 31 157 768 361 861 3364 51 31 421 121 59 NA 262 65 1733
