"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0 0 1 NA 24 4 24 4 50 1.38
"2" "kukd" 305 0 0 1 NA 199 27 203 15 50 1.53
"3" "kuku" 1719 0 0 1 NA 1132 61 1134 64 50 1.52
"4" "pkd" 538 0 0 1 NA 410 22 408 21 50 1.31
"5" "pku" 2067 0 0 1 NA 1552 75 1562 85 50 1.33
"6" "pp" 6202 0 0 1 NA 4788 75 4787 73 50 1.3
"7" "tdkd" 35 0.4 NA 0.66 NA 33 6 33 6 50 1.06
"8" "tdku" 52 0.0600000000000001 NA 0.98 NA 38 8 38 8 50 1.37
"9" "tdp" 545 0.16 NA 0.88 NA 523 24 524 28 50 1.04
"10" "tdtd" 44 0.46 NA 0.58 NA 45 6 43 4 50 0.98
"11" "tukd" 102 0.6 NA 0.42 NA 103 13 104 13 50 0.99
"12" "tuku" 1 0.7 NA 0.72 NA 1 1 1 1 50 1
"13" "tup" 541 0.0600000000000001 NA 0.98 NA 492 36 488 36 50 1.1
"14" "tutd" 114 0.6 NA 0.46 NA 115 19 116 17 50 0.99
"15" "tutu" 4146 0 0 1 NA 3034 94 3037 97 50 1.37
