"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 34 11 35 12 100 3.79
"2" "kukd" 316 0 0 1 NA 106 16 106 16 100 2.98
"3" "kuku" 1097 0 0 1 NA 310 31 310 34 100 3.54
"4" "pkd" 612 0 0 1 NA 79 12 80 11 100 7.75
"5" "pku" 1177 0 0 1 NA 269 32 273 33 100 4.38
"6" "pp" 13890 0 0 1 NA 474 31 472 29 100 29.3
"7" "tdkd" 28 0.01 NA 1 NA 10 6 10 6 100 2.8
"8" "tdku" 50 0 0 1 NA 8 5 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 63 12 62 10 100 9.4
"10" "tdtd" 41 0 0 1 NA 16 5 16 4 100 2.56
"11" "tukd" 17 0.01 NA 0.99 NA 8 3 8 3 100 2.12
"12" "tuku" 0 1 NA 0.94 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 25 7 25 7 100 6.92
"14" "tutd" 21 0.0600000000000001 NA 0.95 NA 14 4 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 69 12 67 10 100 5.12
