"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
46 130 347 74 293 460 8 10 97 14 10 25 13 57 NA
40 98 281 75 279 528 4 6 71 13 7 24 18 67 NA
70 145 339 101 287 497 11 11 58 9 12 34 14 72 NA
48 138 297 93 277 486 9 7 56 15 9 24 12 71 NA
45 131 337 96 264 450 11 22 83 23 10 25 10 86 NA
42 136 290 80 224 418 4 1 55 10 9 22 15 52 NA
21 118 309 66 227 483 7 6 53 22 15 20 11 64 1
34 112 319 87 293 507 1 5 57 10 9 20 2 67 NA
31 110 320 93 235 490 6 6 57 27 7 29 20 65 NA
26 105 331 69 237 474 3 3 51 8 4 10 15 94 NA
41 112 291 77 243 421 10 9 49 16 5 25 12 75 NA
23 75 235 65 214 472 28 3 74 23 7 28 10 49 NA
24 119 330 66 253 471 17 8 63 22 5 38 11 73 NA
24 112 275 62 254 429 7 2 64 12 5 18 10 71 NA
21 119 282 69 282 486 5 12 61 13 12 10 3 79 NA
42 128 312 67 235 467 5 9 69 19 7 19 19 62 NA
44 113 332 75 191 440 11 4 69 17 6 23 13 64 NA
30 93 311 75 334 422 6 6 64 13 11 12 20 66 NA
28 115 298 83 311 471 11 12 78 15 7 27 9 74 NA
59 138 355 87 290 448 15 5 58 14 3 38 13 80 NA
45 87 293 81 265 454 8 5 54 16 11 15 17 86 NA
28 84 275 67 248 452 1 17 57 22 9 25 14 73 NA
41 126 356 92 299 496 11 16 67 10 7 22 8 61 NA
26 93 356 64 290 519 8 11 71 8 11 29 17 63 NA
17 120 365 85 338 510 10 10 97 6 7 25 11 97 NA
42 97 305 85 293 510 18 11 42 11 9 25 12 65 NA
40 121 343 92 229 433 17 11 72 22 5 26 7 70 NA
40 118 302 89 324 537 13 4 58 23 7 43 18 59 1
41 97 224 79 233 535 3 15 59 11 7 24 15 64 NA
38 107 349 88 267 508 4 1 56 11 5 23 17 72 NA
21 84 295 89 252 473 12 7 68 18 7 24 10 70 NA
37 114 279 87 260 481 10 6 68 22 2 29 10 57 NA
26 104 292 76 256 466 12 6 54 18 10 27 12 71 NA
43 123 294 74 297 457 13 10 62 23 7 35 15 81 NA
18 95 346 71 284 456 11 8 58 13 11 17 17 60 NA
33 111 284 96 283 473 7 2 58 16 8 30 14 79 NA
35 86 290 81 286 530 4 7 75 20 8 33 23 72 NA
33 93 282 70 266 465 5 9 67 19 8 26 16 77 NA
33 123 299 84 287 496 26 22 79 14 10 30 11 60 NA
32 119 304 83 281 520 15 3 72 12 7 14 8 69 NA
32 109 330 101 236 452 11 4 64 15 8 24 10 110 NA
9 105 323 78 283 488 3 16 78 16 3 20 14 72 NA
14 44 275 75 252 449 16 7 80 13 8 14 16 52 NA
40 88 334 83 252 533 12 6 76 11 7 25 19 80 NA
18 100 351 70 260 500 4 2 56 14 11 34 13 67 NA
42 98 310 95 278 487 10 3 43 12 12 30 16 62 NA
35 98 270 95 281 451 5 1 58 23 8 24 15 52 NA
46 114 309 74 242 457 9 11 59 11 3 23 11 63 NA
42 109 327 100 293 467 14 6 68 15 10 29 15 70 NA
48 102 307 78 214 424 4 7 67 21 10 31 17 49 NA
44 120 365 97 301 457 13 15 56 19 10 32 13 61 NA
37 92 295 60 292 495 9 18 62 23 8 24 17 48 NA
50 105 348 86 301 466 9 12 49 24 10 33 22 65 NA
25 79 325 51 220 423 7 6 58 16 8 30 14 55 NA
35 96 265 72 207 454 7 21 65 22 9 19 17 67 NA
30 109 324 69 244 459 12 20 72 19 10 20 19 86 NA
29 108 350 76 286 520 3 5 57 18 9 33 15 64 NA
21 100 254 75 242 479 5 5 70 6 8 31 21 71 NA
27 97 313 86 262 485 18 6 58 9 11 25 17 75 NA
57 105 333 102 307 453 10 6 64 15 14 18 10 64 NA
25 114 265 57 244 443 13 10 30 6 11 30 10 49 NA
34 112 283 66 273 415 11 4 50 28 1 12 17 66 NA
30 115 321 74 259 428 16 6 87 16 7 24 7 64 1
35 127 371 87 341 498 17 4 58 13 13 15 10 59 NA
54 115 252 71 206 471 6 11 76 26 4 29 13 74 NA
32 99 305 81 321 484 1 5 51 8 6 30 15 65 NA
38 106 250 82 218 454 9 6 59 23 9 25 20 68 NA
34 113 343 80 282 462 3 10 71 27 5 25 16 72 NA
36 89 262 75 273 465 19 9 32 23 8 13 15 62 NA
43 103 286 73 246 436 1 2 55 6 5 6 17 59 NA
37 117 304 106 258 483 11 7 61 18 18 17 20 104 NA
43 110 351 100 269 446 15 12 92 17 9 36 20 74 NA
28 99 295 71 224 439 12 11 51 17 3 26 12 74 1
36 108 339 76 325 474 17 4 81 16 9 33 8 64 NA
41 98 352 97 298 505 14 5 60 9 5 29 13 79 NA
50 116 294 101 283 534 13 8 65 12 7 21 13 60 NA
44 146 310 95 284 484 9 11 80 9 15 35 27 60 2
13 107 318 84 238 452 10 6 64 17 6 20 17 77 NA
30 88 277 71 281 489 7 5 46 15 8 33 15 85 NA
20 93 284 55 291 508 9 7 59 19 8 23 17 110 NA
38 117 320 86 309 470 19 9 82 17 5 27 15 63 NA
44 89 341 74 286 431 15 6 58 14 12 43 7 66 NA
24 84 293 74 230 447 8 5 62 17 10 25 26 71 NA
35 120 334 86 230 523 8 7 54 20 14 25 16 81 NA
37 129 308 80 229 480 13 6 67 19 5 29 11 67 NA
36 93 337 80 289 454 6 7 72 12 9 20 17 56 NA
63 113 315 88 297 513 18 8 55 13 14 13 13 60 NA
26 103 375 67 285 525 24 17 72 17 8 33 15 59 NA
28 93 317 80 235 491 8 7 53 16 10 14 9 84 1
43 120 334 92 300 480 6 3 68 18 5 22 14 79 NA
23 99 310 68 299 491 20 12 41 11 6 49 14 73 NA
26 96 304 58 212 471 19 7 69 14 5 21 17 80 NA
18 98 306 57 258 453 7 10 64 15 10 30 9 59 NA
37 99 281 78 264 472 8 20 47 15 7 30 9 57 NA
24 95 308 73 308 530 3 13 64 19 6 31 15 74 NA
21 103 338 85 323 438 3 3 57 17 10 30 11 60 NA
25 76 325 80 288 476 13 9 71 14 6 25 18 56 NA
18 89 281 59 246 430 10 10 63 15 6 16 10 74 NA
39 111 312 82 298 425 15 5 71 23 10 22 22 72 NA
26 83 309 78 264 494 6 5 70 16 12 23 17 66 NA
