"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 10 8 9 7 100 10.9
"2" "kukd" 78 0 0 1 NA 22 7 22 7 100 3.55
"3" "kuku" 296 0 0 1 NA 82 10 82 7 100 3.61
"4" "pkd" 177 0 0 1 NA 42 9 43 7 100 4.21
"5" "pku" 320 0 0 1 NA 93 18 96 13 100 3.44
"6" "pp" 5271 0 0 1 NA 366 21 366 21 100 14.4
"7" "tdkd" 7 0.12 NA 0.93 NA 3 3 2 1 100 2.33
"8" "tdku" 7 0.01 NA 1 NA 2 1 1 1 100 3.5
"9" "tdp" 262 0 0 1 NA 33 7 33 7 100 7.94
"10" "tdtd" 86 0 0 1 NA 6 6 5 6 100 14.33
"11" "tukd" 5 0.75 NA 0.35 NA 7 3 6 4 100 0.71
"12" "tuku" 0 1 NA 0.97 NA 0 0 0 0 100 NA
"13" "tup" 40 0 0 1 NA 24 6 25 6 100 1.67
"14" "tutd" 6 0.22 NA 0.84 NA 4 2 3 3 100 1.5
"15" "tutu" 349 0 0 1 NA 153 14 154 14 100 2.28
