"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 18 11 15 7 100 7.56
"2" "kukd" 159 0 0 1 NA 55 13 54 12 100 2.89
"3" "kuku" 677 0 0 1 NA 243 22 240 21 100 2.79
"4" "pkd" 345 0 0 1 NA 119 14 119 13 100 2.9
"5" "pku" 742 0 0 1 NA 298 30 300 25 100 2.49
"6" "pp" 9190 0 0 1 NA 1097 41 1092 41 100 8.38
"7" "tdkd" 27 0.0600000000000001 NA 0.94 NA 12 8 11 7 100 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 3 100 3.83
"9" "tdp" 538 0 0 1 NA 114 14 114 13 100 4.72
"10" "tdtd" 100 0 0 1 NA 22 17 20 16 100 4.55
"11" "tukd" 23 0.31 NA 0.75 NA 20 7 19 6 100 1.15
"12" "tuku" 0 1 NA 0.77 NA 0 1 0 0 100 NA
"13" "tup" 107 0.02 NA 0.99 NA 81 13 82 9 100 1.32
"14" "tutd" 22 0.16 NA 0.87 NA 17 5 16 6 100 1.29
"15" "tutu" 915 0 0 1 NA 455 29 454 27 100 2.01
