"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 55 21 51 21 100 3.65
"2" "kukd" 389 0 0 1 NA 204 27 206 20 100 1.91
"3" "kuku" 1804 0 0 1 NA 1009 56 1011 53 100 1.79
"4" "pkd" 878 0 0 1 NA 435 29 433 26 100 2.02
"5" "pku" 1954 0 0 1 NA 1256 81 1248 75 100 1.56
"6" "pp" 16317 0 0 1 NA 4371 103 4364 107 100 3.73
"7" "tdkd" 79 0.05 NA 0.96 NA 50 14 47 15 100 1.58
"8" "tdku" 62 0 0 1 NA 31 8 30 7 100 2
"9" "tdp" 1056 0 0 1 NA 562 35 562 36 100 1.88
"10" "tdtd" 218 0.03 NA 0.97 NA 141 38 138 42 100 1.55
"11" "tukd" 93 0.37 NA 0.64 NA 90 13 89 12 100 1.03
"12" "tuku" 1 0.5 NA 0.79 NA 1 1 0 1 100 1
"13" "tup" 460 0 0 1 NA 380 29 380 36 100 1.21
"14" "tutd" 94 0.54 NA 0.47 NA 95 16 96 14 100 0.99
"15" "tutu" 3387 0 0 1 NA 2332 86 2334 87 100 1.45
