"group" "motif_type" "counts" "total_count"
"1" "others" 2 68
"1" "others" 3 14
"1" "others" 4 7
"1" "others" 5 5
"1" "others" 6 1
"1" "others" 7 6
"1" "others" 8 1
"1" "others" 9 4
"1" "others" 11 1
"1" "others" 13 2
"1" "others" 14 1
"1" "others" 23 1
"1" "others" 35 1
"1" "protein_complexes" 2 433
"1" "protein_complexes" 3 75
"1" "protein_complexes" 4 27
"1" "protein_complexes" 5 7
"1" "protein_complexes" 6 3
"1" "protein_complexes" 7 2
"1" "protein_complexes" 8 1
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 169
"1" "regulatory_triplets" 3 28
"1" "regulatory_triplets" 4 8
"1" "regulatory_triplets" 5 3
"1" "regulatory_triplets" 6 2
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 8 2
"1" "regulatory_triplets" 9 1
"1" "regulatory_triplets" 12 2
"1" "regulatory_triplets" 16 1
"1" "signaling_triplets" 2 216
"1" "signaling_triplets" 3 51
"1" "signaling_triplets" 4 16
"1" "signaling_triplets" 5 3
"1" "signaling_triplets" 6 1
"1" "signaling_triplets" 7 2
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 14 1
"2" "others" 2 59
"2" "others" 3 23
"2" "others" 4 14
"2" "others" 5 5
"2" "others" 6 5
"2" "others" 7 1
"2" "others" 8 1
"2" "others" 9 1
"2" "others" 10 1
"2" "others" 38 1
"2" "protein_complexes" 2 443
"2" "protein_complexes" 3 86
"2" "protein_complexes" 4 29
"2" "protein_complexes" 5 9
"2" "protein_complexes" 6 3
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 1
"2" "protein_complexes" 23 1
"2" "regulatory_triplets" 2 177
"2" "regulatory_triplets" 3 23
"2" "regulatory_triplets" 4 12
"2" "regulatory_triplets" 5 5
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 9 1
"2" "regulatory_triplets" 13 1
"2" "signaling_triplets" 2 224
"2" "signaling_triplets" 3 52
"2" "signaling_triplets" 4 11
"2" "signaling_triplets" 5 4
"2" "signaling_triplets" 6 3
"2" "signaling_triplets" 7 1
"3" "others" 2 64
"3" "others" 3 21
"3" "others" 4 7
"3" "others" 5 3
"3" "others" 6 1
"3" "others" 7 1
"3" "others" 11 1
"3" "others" 12 1
"3" "others" 13 1
"3" "others" 14 1
"3" "others" 15 2
"3" "others" 17 1
"3" "others" 27 1
"3" "others" 56 1
"3" "protein_complexes" 2 414
"3" "protein_complexes" 3 79
"3" "protein_complexes" 4 24
"3" "protein_complexes" 5 9
"3" "protein_complexes" 8 2
"3" "protein_complexes" 9 2
"3" "protein_complexes" 13 1
"3" "regulatory_triplets" 2 152
"3" "regulatory_triplets" 3 24
"3" "regulatory_triplets" 4 10
"3" "regulatory_triplets" 5 1
"3" "regulatory_triplets" 6 3
"3" "regulatory_triplets" 7 1
"3" "regulatory_triplets" 8 2
"3" "regulatory_triplets" 16 1
"3" "signaling_triplets" 2 226
"3" "signaling_triplets" 3 38
"3" "signaling_triplets" 4 17
"3" "signaling_triplets" 5 7
"3" "signaling_triplets" 6 3
"3" "signaling_triplets" 10 1
"4" "others" 2 70
"4" "others" 3 19
"4" "others" 4 12
"4" "others" 5 9
"4" "others" 6 1
"4" "others" 7 5
"4" "others" 8 2
"4" "others" 9 1
"4" "others" 12 2
"4" "others" 13 1
"4" "others" 14 1
"4" "others" 16 2
"4" "others" 19 1
"4" "others" 21 1
"4" "protein_complexes" 2 379
"4" "protein_complexes" 3 65
"4" "protein_complexes" 4 36
"4" "protein_complexes" 5 7
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 1
"4" "regulatory_triplets" 2 161
"4" "regulatory_triplets" 3 25
"4" "regulatory_triplets" 4 6
"4" "regulatory_triplets" 9 1
"4" "signaling_triplets" 2 244
"4" "signaling_triplets" 3 73
"4" "signaling_triplets" 4 16
"4" "signaling_triplets" 5 3
"4" "signaling_triplets" 6 2
"4" "signaling_triplets" 7 2
"4" "signaling_triplets" 19 1
"5" "others" 2 58
"5" "others" 3 17
"5" "others" 4 8
"5" "others" 5 3
"5" "others" 6 5
"5" "others" 7 3
"5" "others" 8 1
"5" "others" 9 2
"5" "others" 10 2
"5" "others" 11 2
"5" "others" 12 2
"5" "others" 13 1
"5" "others" 25 1
"5" "others" 30 1
"5" "protein_complexes" 2 382
"5" "protein_complexes" 3 65
"5" "protein_complexes" 4 18
"5" "protein_complexes" 5 6
"5" "protein_complexes" 6 2
"5" "protein_complexes" 7 4
"5" "protein_complexes" 8 2
"5" "protein_complexes" 9 1
"5" "protein_complexes" 18 1
"5" "regulatory_triplets" 2 171
"5" "regulatory_triplets" 3 19
"5" "regulatory_triplets" 4 9
"5" "regulatory_triplets" 5 1
"5" "regulatory_triplets" 6 2
"5" "signaling_triplets" 2 197
"5" "signaling_triplets" 3 36
"5" "signaling_triplets" 4 7
"5" "signaling_triplets" 5 12
"5" "signaling_triplets" 6 3
"5" "signaling_triplets" 7 4
"5" "signaling_triplets" 8 3
"5" "signaling_triplets" 11 1
"6" "others" 2 64
"6" "others" 3 21
"6" "others" 4 5
"6" "others" 5 5
"6" "others" 6 1
"6" "others" 7 4
"6" "others" 8 1
"6" "others" 9 1
"6" "others" 10 1
"6" "others" 12 2
"6" "others" 16 1
"6" "others" 31 1
"6" "others" 33 1
"6" "others" 37 1
"6" "protein_complexes" 2 399
"6" "protein_complexes" 3 65
"6" "protein_complexes" 4 19
"6" "protein_complexes" 5 7
"6" "protein_complexes" 6 1
"6" "protein_complexes" 7 1
"6" "protein_complexes" 8 1
"6" "protein_complexes" 10 1
"6" "regulatory_triplets" 2 200
"6" "regulatory_triplets" 3 19
"6" "regulatory_triplets" 4 6
"6" "regulatory_triplets" 5 4
"6" "regulatory_triplets" 6 1
"6" "regulatory_triplets" 7 1
"6" "regulatory_triplets" 8 1
"6" "regulatory_triplets" 12 2
"6" "signaling_triplets" 2 219
"6" "signaling_triplets" 3 42
"6" "signaling_triplets" 4 13
"6" "signaling_triplets" 5 7
"6" "signaling_triplets" 6 4
"6" "signaling_triplets" 12 1
"7" "others" 2 65
"7" "others" 3 18
"7" "others" 4 18
"7" "others" 5 6
"7" "others" 6 6
"7" "others" 7 2
"7" "others" 8 6
"7" "others" 9 2
"7" "others" 13 2
"7" "others" 14 1
"7" "others" 17 1
"7" "others" 18 1
"7" "others" 23 1
"7" "protein_complexes" 2 424
"7" "protein_complexes" 3 66
"7" "protein_complexes" 4 18
"7" "protein_complexes" 5 4
"7" "protein_complexes" 6 3
"7" "protein_complexes" 7 5
"7" "protein_complexes" 8 1
"7" "protein_complexes" 15 1
"7" "regulatory_triplets" 2 190
"7" "regulatory_triplets" 3 35
"7" "regulatory_triplets" 4 7
"7" "regulatory_triplets" 5 1
"7" "regulatory_triplets" 11 1
"7" "signaling_triplets" 2 185
"7" "signaling_triplets" 3 28
"7" "signaling_triplets" 4 14
"7" "signaling_triplets" 5 4
"7" "signaling_triplets" 6 1
"7" "signaling_triplets" 7 1
"7" "signaling_triplets" 8 1
"7" "signaling_triplets" 11 1
"7" "signaling_triplets" 12 1
"8" "others" 2 57
"8" "others" 3 22
"8" "others" 4 13
"8" "others" 5 5
"8" "others" 6 7
"8" "others" 8 1
"8" "others" 9 3
"8" "others" 10 2
"8" "others" 11 3
"8" "protein_complexes" 2 405
"8" "protein_complexes" 3 81
"8" "protein_complexes" 4 17
"8" "protein_complexes" 5 5
"8" "protein_complexes" 6 4
"8" "protein_complexes" 7 4
"8" "protein_complexes" 8 1
"8" "regulatory_triplets" 2 200
"8" "regulatory_triplets" 3 21
"8" "regulatory_triplets" 4 7
"8" "regulatory_triplets" 5 1
"8" "regulatory_triplets" 8 1
"8" "regulatory_triplets" 9 1
"8" "regulatory_triplets" 22 1
"8" "signaling_triplets" 2 249
"8" "signaling_triplets" 3 46
"8" "signaling_triplets" 4 8
"8" "signaling_triplets" 5 2
"8" "signaling_triplets" 7 4
"8" "signaling_triplets" 12 1
"8" "signaling_triplets" 13 1
"9" "others" 2 71
"9" "others" 3 12
"9" "others" 4 11
"9" "others" 5 4
"9" "others" 6 2
"9" "others" 7 2
"9" "others" 8 1
"9" "others" 9 1
"9" "others" 10 2
"9" "others" 11 1
"9" "others" 12 1
"9" "others" 15 1
"9" "others" 18 1
"9" "others" 19 1
"9" "others" 26 1
"9" "protein_complexes" 2 439
"9" "protein_complexes" 3 71
"9" "protein_complexes" 4 20
"9" "protein_complexes" 5 10
"9" "protein_complexes" 6 4
"9" "protein_complexes" 7 1
"9" "protein_complexes" 8 1
"9" "protein_complexes" 12 1
"9" "regulatory_triplets" 2 166
"9" "regulatory_triplets" 3 30
"9" "regulatory_triplets" 4 12
"9" "regulatory_triplets" 5 2
"9" "regulatory_triplets" 9 1
"9" "signaling_triplets" 2 215
"9" "signaling_triplets" 3 43
"9" "signaling_triplets" 4 10
"9" "signaling_triplets" 5 7
"9" "signaling_triplets" 6 1
"9" "signaling_triplets" 7 2
"9" "signaling_triplets" 8 1
"10" "others" 2 59
"10" "others" 3 16
"10" "others" 4 12
"10" "others" 5 7
"10" "others" 6 2
"10" "others" 7 1
"10" "others" 8 1
"10" "others" 11 1
"10" "others" 16 1
"10" "protein_complexes" 2 400
"10" "protein_complexes" 3 66
"10" "protein_complexes" 4 21
"10" "protein_complexes" 5 6
"10" "protein_complexes" 6 4
"10" "protein_complexes" 7 2
"10" "protein_complexes" 8 1
"10" "regulatory_triplets" 2 172
"10" "regulatory_triplets" 3 32
"10" "regulatory_triplets" 4 8
"10" "regulatory_triplets" 5 6
"10" "regulatory_triplets" 9 1
"10" "signaling_triplets" 2 211
"10" "signaling_triplets" 3 44
"10" "signaling_triplets" 4 22
"10" "signaling_triplets" 5 3
"10" "signaling_triplets" 6 1
"10" "signaling_triplets" 7 5
"10" "signaling_triplets" 8 1
"11" "others" 2 75
"11" "others" 3 19
"11" "others" 4 11
"11" "others" 5 6
"11" "others" 6 3
"11" "others" 7 4
"11" "others" 8 2
"11" "others" 10 1
"11" "others" 11 3
"11" "others" 13 1
"11" "others" 14 2
"11" "others" 18 2
"11" "others" 22 1
"11" "protein_complexes" 2 404
"11" "protein_complexes" 3 51
"11" "protein_complexes" 4 16
"11" "protein_complexes" 5 9
"11" "protein_complexes" 6 7
"11" "protein_complexes" 9 1
"11" "regulatory_triplets" 2 163
"11" "regulatory_triplets" 3 29
"11" "regulatory_triplets" 4 9
"11" "regulatory_triplets" 5 4
"11" "regulatory_triplets" 6 1
"11" "regulatory_triplets" 7 2
"11" "regulatory_triplets" 11 1
"11" "signaling_triplets" 2 204
"11" "signaling_triplets" 3 42
"11" "signaling_triplets" 4 25
"11" "signaling_triplets" 5 2
"11" "signaling_triplets" 6 1
"11" "signaling_triplets" 11 1
"12" "others" 2 66
"12" "others" 3 22
"12" "others" 4 4
"12" "others" 5 3
"12" "others" 6 3
"12" "others" 7 3
"12" "others" 8 1
"12" "others" 9 1
"12" "others" 10 1
"12" "others" 11 1
"12" "others" 12 1
"12" "others" 13 1
"12" "others" 32 1
"12" "protein_complexes" 2 423
"12" "protein_complexes" 3 86
"12" "protein_complexes" 4 22
"12" "protein_complexes" 5 11
"12" "protein_complexes" 6 1
"12" "protein_complexes" 8 1
"12" "protein_complexes" 13 1
"12" "protein_complexes" 21 1
"12" "regulatory_triplets" 2 191
"12" "regulatory_triplets" 3 26
"12" "regulatory_triplets" 4 5
"12" "regulatory_triplets" 5 3
"12" "regulatory_triplets" 6 5
"12" "regulatory_triplets" 7 1
