"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 37 18 32 16 100 4.86
"2" "kukd" 250 0 0 1 NA 115 18 118 17 100 2.17
"3" "kuku" 1096 0 0 1 NA 536 33 538 30 100 2.04
"4" "pkd" 604 0 0 1 NA 247 27 250 25 100 2.45
"5" "pku" 1185 0 0 1 NA 663 43 658 47 100 1.79
"6" "pp" 12534 0 0 1 NA 2350 66 2346 60 100 5.33
"7" "tdkd" 44 0.08 NA 0.92 NA 27 11 26 10 100 1.63
"8" "tdku" 35 0 0 1 NA 14 5 14 6 100 2.5
"9" "tdp" 703 0 0 1 NA 265 26 262 24 100 2.65
"10" "tdtd" 142 0 0 1 NA 57 24 49 20 100 2.49
"11" "tukd" 49 0.36 NA 0.68 NA 45 11 45 9 100 1.09
"12" "tuku" 0 1 NA 0.65 NA 1 1 0 0 100 0
"13" "tup" 235 0.01 NA 0.99 NA 184 18 184 17 100 1.28
"14" "tutd" 48 0.31 NA 0.73 NA 42 9 41 9 100 1.14
"15" "tutu" 1805 0 0 1 NA 1075 51 1077 51 100 1.68
