"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 53 19 51 17 100 3.94
"2" "kukd" 414 0 0 1 NA 212 27 214 21 100 1.95
"3" "kuku" 1935 0 0 1 NA 1119 56 1114 54 100 1.73
"4" "pkd" 924 0 0 1 NA 463 30 464 33 100 2
"5" "pku" 2103 0 0 1 NA 1385 80 1388 70 100 1.52
"6" "pp" 17027 0 0 1 NA 4830 102 4820 106 100 3.53
"7" "tdkd" 84 0.12 NA 0.88 NA 60 18 58 18 100 1.4
"8" "tdku" 70 0 0 1 NA 35 9 34 10 100 2
"9" "tdp" 1111 0 0 1 NA 625 36 621 38 100 1.78
"10" "tdtd" 223 0.08 NA 0.92 NA 166 42 162 36 100 1.34
"11" "tukd" 102 0.29 NA 0.71 NA 95 15 94 12 100 1.07
"12" "tuku" 1 0.61 NA 0.68 NA 1 2 1 1 100 1
"13" "tup" 521 0 0 1 NA 431 33 432 36 100 1.21
"14" "tutd" 110 0.49 NA 0.54 NA 110 15 109 13 100 1
"15" "tutu" 3800 0 0 1 NA 2666 88 2662 81 100 1.43
