"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 12 6 11 6 100 3
"2" "kukd" 95 0 0 1 NA 46 10 46 11 100 2.07
"3" "kuku" 324 0 0 1 NA 135 17 132 16 100 2.4
"4" "pkd" 175 0 0 1 NA 56 9 56 7 100 3.12
"5" "pku" 266 0 0 1 NA 100 18 102 13 100 2.66
"6" "pp" 1883 0 0 1 NA 302 25 300 25 100 6.24
"7" "tdkd" 33 0 0 1 NA 9 4 10 4 100 3.67
"8" "tdku" 15 0.01 NA 1 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 51 8 52 9 100 1.98
"10" "tdtd" 38 0.01 NA 1 NA 18 7 18 7 100 2.11
"11" "tukd" 23 0.12 NA 0.95 NA 15 5 14 4 100 1.53
"12" "tuku" 0 1 NA 0.86 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 46 10 46 10 100 2.26
"14" "tutd" 15 0.31 NA 0.77 NA 12 5 11 6 100 1.25
"15" "tutu" 236 0 0 1 NA 167 17 164 17 100 1.41
