"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 52 19 50 14 100 3.92
"2" "kukd" 399 0 0 1 NA 209 26 206 19 100 1.91
"3" "kuku" 1873 0 0 1 NA 1061 54 1064 49 100 1.77
"4" "pkd" 901 0 0 1 NA 453 28 456 29 100 1.99
"5" "pku" 2031 0 0 1 NA 1332 95 1332 84 100 1.52
"6" "pp" 16685 0 0 1 NA 4610 111 4616 130 100 3.62
"7" "tdkd" 82 0.07 NA 0.94 NA 57 17 55 13 100 1.44
"8" "tdku" 65 0 0 1 NA 34 9 34 10 100 1.91
"9" "tdp" 1082 0 0 1 NA 584 37 587 38 100 1.85
"10" "tdtd" 221 0.07 NA 0.93 NA 156 43 148 43 100 1.42
"11" "tukd" 99 0.22 NA 0.82 NA 90 12 90 9 100 1.1
"12" "tuku" 1 0.59 NA 0.75 NA 1 1 1 1 100 1
"13" "tup" 497 0 0 1 NA 401 42 407 32 100 1.24
"14" "tutd" 102 0.55 NA 0.45 NA 103 16 106 14 100 0.99
"15" "tutu" 3575 0 0 1 NA 2499 92 2496 86 100 1.43
