"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 58 16 57 15 100 3.69
"2" "kukd" 438 0 0 1 NA 238 31 241 21 100 1.84
"3" "kuku" 2103 0 0 1 NA 1244 62 1244 67 100 1.69
"4" "pkd" 981 0 0 1 NA 519 29 519 24 100 1.89
"5" "pku" 2297 0 0 1 NA 1577 77 1575 84 100 1.46
"6" "pp" 18008 0 0 1 NA 5468 118 5470 114 100 3.29
"7" "tdkd" 88 0.11 NA 0.89 NA 67 16 66 13 100 1.31
"8" "tdku" 76 0 0 1 NA 37 10 38 11 100 2.05
"9" "tdp" 1205 0 0 1 NA 693 43 693 42 100 1.74
"10" "tdtd" 231 0.19 NA 0.81 NA 183 49 180 50 100 1.26
"11" "tukd" 111 0.48 NA 0.55 NA 109 17 110 15 100 1.02
"12" "tuku" 1 0.66 NA 0.65 NA 2 2 1 1 100 0.5
"13" "tup" 583 0 0 1 NA 496 42 498 35 100 1.18
"14" "tutd" 123 0.53 NA 0.47 NA 125 18 126 16 100 0.98
"15" "tutu" 4391 0 0 1 NA 3157 110 3142 99 100 1.39
