"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 1 NA 25 4 25 4 50 1.32
"2" "kukd" 305 0 0 1 NA 203 25 204 22 50 1.5
"3" "kuku" 1719 0 0 1 NA 1141 54 1132 47 50 1.51
"4" "pkd" 538 0 0 1 NA 410 22 410 28 50 1.31
"5" "pku" 2067 0 0 1 NA 1528 129 1537 87 50 1.35
"6" "pp" 6202 0 0 1 NA 4749 101 4734 125 50 1.31
"7" "tdkd" 35 0.46 NA 0.66 NA 33 8 34 6 50 1.06
"8" "tdku" 52 0.1 NA 0.92 NA 38 10 38 11 50 1.37
"9" "tdp" 545 0.22 NA 0.78 NA 528 23 527 22 50 1.03
"10" "tdtd" 44 0.62 NA 0.44 NA 46 7 46 8 50 0.96
"11" "tukd" 102 0.5 NA 0.58 NA 101 12 102 11 50 1.01
"12" "tuku" 1 0.62 NA 0.66 NA 1 1 1 1 50 1
"13" "tup" 541 0.0600000000000001 NA 0.94 NA 499 30 502 31 50 1.08
"14" "tutd" 114 0.68 NA 0.34 NA 120 15 123 15 50 0.95
"15" "tutu" 4146 0 0 1 NA 3041 98 3028 79 50 1.36
