"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 43 18 40 13 100 4.21
"2" "kukd" 330 0 0 1 NA 174 26 178 21 100 1.9
"3" "kuku" 1611 0 0 1 NA 874 59 870 60 100 1.84
"4" "pkd" 836 0 0 1 NA 341 25 346 29 100 2.45
"5" "pku" 1768 0 0 1 NA 1067 83 1068 67 100 1.66
"6" "pp" 16104 0 0 1 NA 3187 90 3183 101 100 5.05
"7" "tdkd" 40 0.3 NA 0.71 NA 34 12 32 11 100 1.18
"8" "tdku" 39 0.03 NA 0.97 NA 24 8 24 8 100 1.62
"9" "tdp" 885 0 0 1 NA 391 28 394 28 100 2.26
"10" "tdtd" 99 0.12 NA 0.88 NA 77 19 76 16 100 1.29
"11" "tukd" 57 0.65 NA 0.41 NA 60 10 59 9 100 0.95
"12" "tuku" 1 0.58 NA 0.76 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 238 22 236 21 100 1.38
"14" "tutd" 62 0.34 NA 0.7 NA 56 14 55 12 100 1.11
"15" "tutu" 1650 0 0 1 NA 1046 62 1046 61 100 1.58
