"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 25 38 NA 16 NA NA
"ku" "kd" 200 2 15 5 NA NA
"ku" "ku" 1176 28 3 12 NA NA
"p" "kd" 451 6 19 16 NA NA
"p" "ku" 1447 5 8 15 1 1
"p" "p" 5276 5 2 128 4 3
"td" "kd" 67 NA NA NA NA NA
"td" "ku" 33 NA NA NA NA NA
"td" "p" 652 NA NA 25 40 NA
"td" "td" 157 NA NA NA NA 9
"tu" "kd" 106 NA 1 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 511 NA NA 4 1 1
"tu" "td" 132 NA NA 1 NA 7
"tu" "tu" 3120 NA NA 7 1 2
"kd" "kd" 34 19 9 NA NA NA
"ku" "kd" 209 12 17 1 NA NA
"ku" "ku" 1246 21 7 14 2 2
"p" "kd" 511 8 13 11 NA NA
"p" "ku" 1640 4 3 18 NA 3
"p" "p" 5394 2 8 120 11 3
"td" "kd" 77 NA 10 10 1 NA
"td" "ku" 49 NA NA NA NA NA
"td" "p" 670 NA 7 25 49 NA
"td" "td" 124 NA NA NA 3 NA
"tu" "kd" 104 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 525 NA 1 5 NA 1
"tu" "td" 101 NA NA 2 NA 7
"tu" "tu" 3023 NA 1 13 5 2
"kd" "kd" 35 5 19 NA NA NA
"ku" "kd" 218 5 30 6 1 NA
"ku" "ku" 1214 9 20 15 2 NA
"p" "kd" 494 6 22 15 NA NA
"p" "ku" 1638 15 5 22 NA NA
"p" "p" 5290 2 11 123 1 2
"td" "kd" 72 NA 39 5 1 NA
"td" "ku" 42 NA 4 1 NA NA
"td" "p" 644 NA 21 1 28 NA
"td" "td" 153 NA NA 1 3 NA
"tu" "kd" 112 2 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 520 NA NA 1 NA NA
"tu" "td" 116 1 NA NA NA 2
"tu" "tu" 3135 NA 1 8 4 1
"kd" "kd" 59 10 36 11 NA NA
"ku" "kd" 232 3 24 9 NA NA
"ku" "ku" 1272 17 8 15 1 1
"p" "kd" 494 10 34 34 NA NA
"p" "ku" 1497 7 4 30 1 1
"p" "p" 5400 19 14 116 4 5
"td" "kd" 44 NA 2 NA NA NA
"td" "ku" 39 NA NA NA NA NA
"td" "p" 608 NA 1 1 26 NA
"td" "td" 100 NA NA NA 1 NA
"tu" "kd" 137 NA 1 3 NA NA
"tu" "p" 489 NA NA 3 NA NA
"tu" "td" 101 NA NA NA NA 2
"tu" "tu" 3141 NA NA 9 1 3
"kd" "kd" 48 38 15 6 NA NA
"ku" "kd" 82 3 23 7 NA NA
"ku" "ku" 1124 6 16 9 3 3
"p" "kd" 441 14 23 19 NA NA
"p" "ku" 1487 5 3 11 NA 4
"p" "p" 5099 11 11 116 1 2
"td" "kd" 56 NA 11 NA NA NA
"td" "ku" 28 NA 1 NA 1 NA
"td" "p" 620 NA 9 6 29 1
"td" "td" 109 NA NA NA 7 11
"tu" "kd" 109 NA 1 4 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 544 NA NA 5 NA NA
"tu" "td" 92 NA NA 1 NA 4
"tu" "tu" 3000 NA NA 17 1 2
"kd" "kd" 24 4 1 NA NA NA
"ku" "kd" 232 NA 17 11 NA NA
"ku" "ku" 1198 10 15 8 NA 1
"p" "kd" 476 1 19 16 NA NA
"p" "ku" 1482 4 4 14 1 1
"p" "p" 5285 2 13 108 6 2
"td" "kd" 56 NA 19 NA NA NA
"td" "ku" 51 NA NA NA 1 NA
"td" "p" 605 NA 7 4 35 NA
"td" "td" 141 NA NA NA NA NA
"tu" "kd" 116 NA 6 6 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 473 NA 3 3 1 NA
"tu" "td" 89 NA NA 1 NA 7
"tu" "tu" 2877 NA 1 5 1 7
"kd" "kd" 48 15 NA 6 NA NA
"ku" "kd" 196 6 21 8 NA NA
"ku" "ku" 1172 11 5 8 2 NA
"p" "kd" 482 NA 19 17 NA NA
"p" "ku" 1584 5 9 20 NA 1
"p" "p" 5101 6 1 108 7 6
"td" "kd" 57 NA 6 NA 7 NA
"td" "ku" 30 NA NA NA 1 1
"td" "p" 633 NA NA 5 73 NA
"td" "td" 157 NA NA NA NA 9
"tu" "kd" 94 NA 3 NA 1 NA
"tu" "p" 484 NA NA 4 1 1
"tu" "td" 111 NA NA NA NA 9
"tu" "tu" 3385 NA 1 10 NA 4
"kd" "kd" 22 41 29 NA NA NA
"ku" "kd" 191 12 27 6 NA NA
"ku" "ku" 1210 16 12 19 1 1
"p" "kd" 505 16 49 24 NA NA
"p" "ku" 1494 10 11 27 NA 1
"p" "p" 5292 14 21 115 2 3
"td" "kd" 39 NA 6 4 1 NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 658 NA 2 4 22 1
"td" "td" 95 NA 1 4 NA 17
"tu" "kd" 102 NA 4 2 NA NA
"tu" "ku" 3 NA NA NA NA 1
"tu" "p" 473 NA NA 3 1 1
"tu" "td" 87 NA NA NA NA 5
"tu" "tu" 3161 1 NA 5 2 4
"kd" "kd" 34 9 23 1 NA NA
"ku" "kd" 208 11 30 2 NA NA
"ku" "ku" 1184 7 16 12 NA 2
"p" "kd" 463 6 32 13 NA NA
"p" "ku" 1498 14 9 19 3 1
"p" "p" 5246 5 17 153 5 1
"td" "kd" 38 NA NA NA 9 NA
"td" "ku" 40 NA 1 NA 1 NA
"td" "p" 653 NA 1 3 46 NA
"td" "td" 121 NA NA NA 7 6
"tu" "kd" 128 1 2 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 509 NA 1 3 1 2
"tu" "td" 119 NA NA NA 1 7
"tu" "tu" 3056 NA NA 7 1 2
"kd" "kd" 59 3 26 NA NA NA
"ku" "kd" 207 10 26 5 NA 1
"ku" "ku" 1140 9 26 15 NA 4
"p" "kd" 496 2 24 39 NA 2
"p" "ku" 1546 1 4 19 4 3
"p" "p" 5289 2 11 112 4 2
"td" "kd" 43 NA NA NA NA NA
"td" "ku" 27 NA NA NA 2 1
"td" "p" 684 NA NA 7 36 NA
"td" "td" 123 NA NA NA 25 4
"tu" "kd" 107 1 4 5 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 570 NA 2 9 NA 2
"tu" "td" 126 NA NA NA NA 4
"tu" "tu" 3305 NA NA 8 6 2
"kd" "kd" 31 6 7 NA NA NA
"ku" "kd" 202 7 22 4 NA NA
"ku" "ku" 1165 9 11 12 1 2
"p" "kd" 497 1 26 11 NA NA
"p" "ku" 1444 3 4 22 NA NA
"p" "p" 5334 4 8 101 NA 3
"td" "kd" 43 NA 7 NA NA NA
"td" "ku" 14 NA 1 NA NA NA
"td" "p" 737 NA 1 1 22 2
"td" "td" 195 NA NA NA 6 15
"tu" "kd" 122 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 515 NA NA 6 1 NA
"tu" "td" 121 NA NA NA NA 12
"tu" "tu" 3206 NA 1 12 5 5
"kd" "kd" 39 21 12 4 NA NA
"ku" "kd" 219 7 25 6 NA NA
"ku" "ku" 1238 9 15 11 2 1
"p" "kd" 481 9 28 22 NA NA
"p" "ku" 1606 8 3 13 NA 3
"p" "p" 5362 12 18 140 9 4
"td" "kd" 52 NA 3 NA 2 NA
"td" "ku" 41 NA NA 1 3 NA
"td" "p" 631 NA 3 28 66 NA
"td" "td" 188 NA NA NA 8 14
"tu" "kd" 93 NA 6 4 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 531 NA 1 3 NA NA
"tu" "td" 117 NA NA 2 NA 8
"tu" "tu" 3018 1 NA 7 2 6
"kd" "kd" 67 1 7 1 NA NA
"ku" "kd" 249 NA 16 8 2 NA
"ku" "ku" 1157 8 14 9 2 1
"p" "kd" 472 1 19 19 2 NA
"p" "ku" 1553 3 6 7 1 4
"p" "p" 5500 7 12 119 1 5
"td" "kd" 94 NA 3 3 3 NA
"td" "ku" 35 NA NA 1 1 NA
"td" "p" 699 NA NA 2 25 NA
"td" "td" 215 NA NA NA 1 NA
"tu" "kd" 112 NA 3 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 467 1 1 3 NA 1
"tu" "td" 135 NA NA NA NA 3
"tu" "tu" 3150 NA 1 10 1 5
"kd" "kd" 38 16 16 NA NA NA
"ku" "kd" 261 16 39 1 NA NA
"ku" "ku" 1229 24 19 10 2 1
"p" "kd" 519 6 24 9 6 NA
"p" "ku" 1728 8 7 18 1 1
"p" "p" 5487 3 16 130 4 2
"td" "kd" 102 NA 8 NA 22 NA
"td" "ku" 30 NA NA 1 NA NA
"td" "p" 716 NA 1 32 70 NA
"td" "td" 127 NA NA 7 NA NA
"tu" "kd" 105 NA 4 2 NA NA
"tu" "p" 485 1 3 2 NA NA
"tu" "td" 113 NA NA 1 NA 11
"tu" "tu" 3166 NA 3 11 NA 3
"kd" "kd" 29 3 1 NA NA NA
"ku" "kd" 228 1 14 NA NA NA
"ku" "ku" 1291 4 6 5 3 2
"p" "kd" 463 NA 15 13 NA NA
"p" "ku" 1481 4 1 10 NA 1
"p" "p" 5449 4 8 114 3 NA
"td" "kd" 72 NA NA NA NA NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 710 NA NA 4 27 NA
"td" "td" 116 NA NA NA NA 10
