"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 61 5 4 NA NA NA
"ku" "kd" 206 NA 11 4 1 NA
"ku" "ku" 1223 14 11 11 1 4
"p" "kd" 470 2 24 14 1 NA
"p" "ku" 1660 NA 6 20 2 NA
"p" "p" 5626 4 5 153 2 4
"td" "kd" 68 1 2 NA NA NA
"td" "ku" 42 NA NA NA 2 NA
"td" "p" 620 NA NA 19 27 1
"td" "td" 118 NA NA NA NA 28
"tu" "kd" 111 NA 4 5 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 509 NA NA 9 NA NA
"tu" "td" 155 NA NA NA NA 6
"tu" "tu" 3130 NA 1 7 4 3
"kd" "kd" 40 9 9 1 NA NA
"ku" "kd" 236 3 24 5 NA NA
"ku" "ku" 1277 8 12 19 NA NA
"p" "kd" 509 2 14 9 NA NA
"p" "ku" 1517 1 5 17 NA NA
"p" "p" 5379 4 5 124 1 2
"td" "kd" 64 NA NA NA NA NA
"td" "ku" 41 NA NA NA NA NA
"td" "p" 634 NA NA 6 13 NA
"td" "td" 178 NA NA NA 2 16
"tu" "kd" 111 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 453 NA NA 9 NA 1
"tu" "td" 106 NA NA NA NA 6
"tu" "tu" 3091 NA 1 8 4 4
"kd" "kd" 23 10 10 4 NA NA
"ku" "kd" 213 1 12 5 NA NA
"ku" "ku" 1218 4 9 11 5 2
"p" "kd" 489 5 18 10 1 NA
"p" "ku" 1543 6 1 19 NA 3
"p" "p" 5344 4 10 130 2 4
"td" "kd" 56 NA 3 2 NA NA
"td" "ku" 35 NA NA 1 NA NA
"td" "p" 669 NA 1 5 26 NA
"td" "td" 92 NA NA NA 16 1
"tu" "kd" 100 NA 2 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 523 NA NA 7 NA NA
"tu" "td" 119 NA NA 1 NA 5
"tu" "tu" 3174 NA NA 9 1 3
"kd" "kd" 26 34 22 NA NA NA
"ku" "kd" 167 6 23 2 1 NA
"ku" "ku" 1058 13 11 3 3 1
"p" "kd" 472 13 26 18 NA NA
"p" "ku" 1383 2 2 15 1 1
"p" "p" 5431 7 15 137 4 4
"td" "kd" 44 1 5 3 1 NA
"td" "ku" 34 NA NA NA 3 NA
"td" "p" 687 NA 1 11 13 NA
"td" "td" 198 NA NA NA 15 NA
"tu" "kd" 96 NA NA 1 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 494 NA 1 7 NA 1
"tu" "td" 101 NA NA 1 NA 13
"tu" "tu" 3253 2 NA 6 1 4
"kd" "kd" 40 1 7 NA NA NA
"ku" "kd" 211 4 26 3 NA NA
"ku" "ku" 1295 8 13 3 1 NA
"p" "kd" 476 1 16 14 NA NA
"p" "ku" 1648 8 1 12 1 3
"p" "p" 5404 4 5 122 4 4
"td" "kd" 53 NA 4 NA NA NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 687 NA 1 4 37 NA
"td" "td" 188 NA NA 9 NA 6
"tu" "kd" 82 NA 4 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 458 NA 2 4 NA 1
"tu" "td" 124 NA NA NA NA 5
"tu" "tu" 2911 NA NA 6 1 1
"kd" "kd" 31 55 50 7 NA NA
"ku" "kd" 206 20 32 4 NA NA
"ku" "ku" 1173 22 14 8 2 1
"p" "kd" 471 20 28 25 NA NA
"p" "ku" 1447 1 3 18 1 1
"p" "p" 5329 12 13 100 NA 3
"td" "kd" 51 NA 2 NA 1 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 662 NA 1 5 9 1
"td" "td" 165 NA NA NA 20 10
"tu" "kd" 110 NA NA 1 NA NA
"tu" "p" 483 NA NA 4 NA 1
"tu" "td" 114 NA NA 1 NA 10
"tu" "tu" 3165 2 NA 6 4 4
"kd" "kd" 42 18 10 NA NA NA
"ku" "kd" 183 9 27 5 NA NA
"ku" "ku" 1274 20 12 14 2 2
"p" "kd" 463 4 31 24 NA NA
"p" "ku" 1583 5 3 17 1 3
"p" "p" 5253 6 11 106 4 6
"td" "kd" 53 NA NA NA NA NA
"td" "ku" 35 NA NA NA 1 NA
"td" "p" 625 NA NA 3 28 NA
"td" "td" 158 NA NA NA 24 NA
"tu" "kd" 98 NA 4 3 NA NA
"tu" "p" 520 1 2 5 NA 2
"tu" "td" 66 NA NA NA NA 12
"tu" "tu" 3175 NA NA 5 5 4
"kd" "kd" 35 NA 9 NA NA NA
"ku" "kd" 203 4 25 8 NA NA
"ku" "ku" 1246 8 13 8 NA NA
"p" "kd" 474 2 19 9 1 NA
"p" "ku" 1639 2 5 17 2 1
"p" "p" 5199 3 22 109 1 4
"td" "kd" 87 NA 15 NA NA NA
"td" "ku" 43 NA NA NA NA NA
"td" "p" 738 NA 8 4 25 NA
"td" "td" 121 NA NA NA NA 5
"tu" "kd" 125 NA 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 538 NA 3 7 NA NA
"tu" "td" 128 NA NA NA NA 6
"tu" "tu" 3224 NA 2 9 2 7
"kd" "kd" 18 16 41 7 NA NA
"ku" "kd" 206 10 29 5 NA NA
"ku" "ku" 1348 12 21 10 NA 2
"p" "kd" 482 15 35 15 NA NA
"p" "ku" 1666 14 11 16 1 1
"p" "p" 5208 12 12 108 3 NA
"td" "kd" 42 NA 1 1 NA NA
"td" "ku" 29 NA NA NA 2 1
"td" "p" 676 NA NA 6 15 NA
"td" "td" 152 NA NA NA 1 NA
"tu" "kd" 91 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 464 NA 1 2 NA 1
"tu" "td" 96 NA NA NA NA 5
"tu" "tu" 3221 1 NA 9 1 1
"kd" "kd" 51 33 28 10 NA NA
"ku" "kd" 248 16 27 10 NA NA
"ku" "ku" 1131 16 10 5 3 1
"p" "kd" 505 10 32 32 NA 1
"p" "ku" 1455 2 9 17 1 NA
"p" "p" 5076 9 16 134 2 4
"td" "kd" 46 NA 6 NA 6 NA
"td" "ku" 40 NA 1 1 1 NA
"td" "p" 660 NA NA 31 31 NA
"td" "td" 210 NA NA NA 8 NA
"tu" "kd" 87 1 7 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 519 NA NA 3 NA 1
"tu" "td" 101 NA NA NA NA 10
"tu" "tu" 3086 NA NA 16 2 5
"kd" "kd" 32 8 11 8 NA NA
"ku" "kd" 218 11 20 10 NA NA
"ku" "ku" 1131 9 6 12 2 2
"p" "kd" 443 9 15 35 NA NA
"p" "ku" 1591 5 1 21 1 5
"p" "p" 5350 2 10 125 9 2
"td" "kd" 50 NA NA NA NA NA
"td" "ku" 42 NA NA 1 1 NA
"td" "p" 634 NA NA 2 30 NA
"td" "td" 240 NA NA NA 1 10
"tu" "kd" 51 1 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 435 NA 1 7 NA NA
"tu" "td" 112 NA NA NA NA 6
"tu" "tu" 3090 NA NA 7 4 6
"kd" "kd" 37 NA 18 NA NA NA
"ku" "kd" 203 1 24 3 NA NA
"ku" "ku" 1313 13 13 4 1 2
"p" "kd" 409 5 22 10 NA NA
"p" "ku" 1463 1 11 14 1 1
"p" "p" 5221 2 13 117 3 3
"td" "kd" 53 NA 4 NA NA NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 616 NA 2 5 17 NA
"td" "td" 182 NA NA 7 6 9
"tu" "kd" 111 NA 3 3 NA NA
"tu" "p" 488 3 1 1 NA 3
"tu" "td" 111 NA NA NA NA 8
"tu" "tu" 3376 NA NA 6 2 12
"kd" "kd" 28 6 13 1 NA NA
"ku" "kd" 226 11 29 13 1 NA
"ku" "ku" 1232 12 15 5 NA 4
"p" "kd" 448 7 29 21 1 NA
"p" "ku" 1469 8 10 20 NA 4
"p" "p" 5453 2 15 110 NA NA
"td" "kd" 48 NA NA 3 1 NA
"td" "ku" 26 NA NA NA 1 NA
"td" "p" 643 NA 2 3 14 1
"td" "td" 107 NA NA NA 2 NA
"tu" "kd" 108 NA 4 3 NA NA
"tu" "p" 428 NA 1 5 NA NA
"tu" "td" 119 NA NA NA NA 3
"tu" "tu" 3208 NA NA 8 1 1
"kd" "kd" 38 15 7 5 NA NA
"ku" "kd" 190 3 23 5 NA NA
"ku" "ku" 1250 9 9 9 1 NA
"p" "kd" 510 2 27 33 NA NA
"p" "ku" 1513 3 6 19 NA NA
"p" "p" 5137 5 11 121 1 1
"td" "kd" 39 NA 6 2 1 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 639 NA 2 10 19 3
"td" "td" 112 NA NA NA 28 4
"tu" "kd" 101 1 3 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 499 1 1 7 NA NA
"tu" "td" 101 NA NA NA NA 10
"tu" "tu" 3251 NA 1 9 2 8
"kd" "kd" 49 24 2 12 NA NA
"ku" "kd" 225 7 12 9 NA NA
"ku" "ku" 1197 2 9 12 NA 5
"p" "kd" 436 7 19 11 NA NA
"p" "ku" 1577 7 6 17 2 1
"p" "p" 5449 3 8 108 NA 1
"td" "kd" 32 NA 2 NA NA NA
"td" "ku" 33 NA NA NA 1 NA
