"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 33 15 30 13 100 5.45
"2" "kukd" 266 0 0 1 NA 128 19 129 16 100 2.08
"3" "kuku" 1216 0 0 1 NA 604 44 603 42 100 2.01
"4" "pkd" 653 0 0 1 NA 276 30 274 31 100 2.37
"5" "pku" 1320 0 0 1 NA 751 46 745 36 100 1.76
"6" "pp" 13269 0 0 1 NA 2635 67 2630 59 100 5.04
"7" "tdkd" 61 0.02 NA 0.98 NA 32 14 30 13 100 1.91
"8" "tdku" 38 0 0 1 NA 18 7 18 7 100 2.11
"9" "tdp" 766 0 0 1 NA 312 22 310 16 100 2.46
"10" "tdtd" 157 0.01 NA 0.99 NA 74 29 68 30 100 2.12
"11" "tukd" 53 0.35 NA 0.68 NA 49 11 50 9 100 1.08
"12" "tuku" 0 1 NA 0.6 NA 1 1 0 0 100 0
"13" "tup" 266 0 0 1 NA 207 18 210 15 100 1.29
"14" "tutd" 52 0.46 NA 0.59 NA 49 12 50 10 100 1.06
"15" "tutu" 2005 0 0 1 NA 1241 58 1241 57 100 1.62
