"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 17 48 17 100 4.02
"2" "kukd" 365 0 0 1 NA 185 23 186 19 100 1.97
"3" "kuku" 1646 0 0 1 NA 902 58 898 56 100 1.82
"4" "pkd" 826 0 0 1 NA 395 28 394 30 100 2.09
"5" "pku" 1786 0 0 1 NA 1122 73 1110 76 100 1.59
"6" "pp" 15595 0 0 1 NA 3910 94 3888 79 100 3.99
"7" "tdkd" 76 0.05 NA 0.95 NA 49 15 48 13 100 1.55
"8" "tdku" 56 0 0 1 NA 29 8 29 9 100 1.93
"9" "tdp" 995 0 0 1 NA 501 33 504 30 100 1.99
"10" "tdtd" 186 0.08 NA 0.92 NA 133 39 128 38 100 1.4
"11" "tukd" 86 0.29 NA 0.73 NA 78 13 79 13 100 1.1
"12" "tuku" 1 0.48 NA 0.8 NA 1 1 0 0 100 1
"13" "tup" 411 0 0 1 NA 332 36 334 31 100 1.24
"14" "tutd" 82 0.58 NA 0.45 NA 83 12 84 11 100 0.99
"15" "tutu" 3014 0 0 1 NA 2036 80 2034 71 100 1.48
