"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 23 12 22 11 100 5.91
"2" "kukd" 191 0 0 1 NA 73 15 76 10 100 2.62
"3" "kuku" 789 0 0 1 NA 318 27 318 30 100 2.48
"4" "pkd" 416 0 0 1 NA 160 16 156 16 100 2.6
"5" "pku" 870 0 0 1 NA 394 41 396 30 100 2.21
"6" "pp" 10342 0 0 1 NA 1445 45 1447 43 100 7.16
"7" "tdkd" 33 0.09 NA 0.91 NA 18 9 16 7 100 1.83
"8" "tdku" 25 0 0 1 NA 9 4 8 3 100 2.78
"9" "tdp" 578 0 0 1 NA 154 20 155 19 100 3.75
"10" "tdtd" 124 0 0 1 NA 31 16 28 14 100 4
"11" "tukd" 32 0.4 NA 0.65 NA 29 7 29 7 100 1.1
"12" "tuku" 0 1 NA 0.81 NA 0 1 0 0 100 NA
"13" "tup" 70 0.97 NA 0.03 NA 105 14 106 13 100 0.67
"14" "tutd" 29 0.19 NA 0.84 NA 23 6 24 5 100 1.26
"15" "tutu" 1135 0 0 1 NA 599 34 606 34 100 1.89
