"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
20 40 145 60 110 315 11 2 49 19 17 45 9 173 NA
8 43 125 59 108 238 12 2 49 34 15 37 3 194 NA
19 49 136 59 114 299 10 7 42 32 6 58 12 160 NA
7 35 129 61 113 283 13 4 59 24 19 52 10 148 NA
20 44 184 62 122 333 7 1 33 22 15 55 8 187 NA
8 48 121 55 101 295 4 6 51 24 15 47 5 165 NA
11 44 139 54 90 271 16 1 51 10 12 60 9 151 NA
6 45 113 48 96 309 2 1 51 22 8 52 5 164 NA
14 45 132 57 93 299 16 5 47 27 11 46 12 154 1
18 28 140 61 95 285 14 2 47 19 20 55 6 179 NA
10 50 149 60 97 329 11 12 50 21 23 40 14 145 1
5 21 134 27 101 315 10 4 44 13 13 22 16 137 1
15 46 159 77 121 318 3 9 62 15 15 45 12 162 NA
12 44 132 66 57 341 9 4 60 14 8 46 13 162 NA
5 41 138 46 109 271 3 6 54 12 9 59 19 171 2
15 46 134 60 83 303 18 7 49 19 16 56 15 172 1
5 41 133 57 47 311 15 3 38 17 18 42 8 161 NA
6 36 126 47 47 299 2 3 25 17 7 58 14 159 NA
10 43 137 65 115 295 3 3 53 18 13 53 18 231 NA
6 45 137 49 113 309 6 5 54 25 16 22 18 170 NA
5 41 117 59 99 288 12 4 55 16 9 30 12 138 1
14 24 145 53 114 277 17 5 48 29 21 45 10 166 NA
15 19 155 53 71 282 11 2 37 7 13 60 12 159 NA
6 41 161 56 92 362 17 9 51 22 18 55 12 144 NA
6 50 143 48 91 287 6 2 48 9 17 46 11 146 NA
11 75 131 56 89 280 9 1 63 11 16 43 7 199 NA
7 55 147 77 97 313 11 4 41 11 17 42 9 165 NA
9 48 144 62 109 320 5 4 37 20 22 47 17 173 NA
19 40 113 61 73 246 11 4 53 16 16 52 11 170 NA
15 40 129 51 100 288 8 7 52 10 11 34 10 162 NA
17 49 125 68 95 326 5 4 55 19 17 51 10 172 NA
