"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 25 12 23 9 100 5.44
"2" "kukd" 191 0 0 1 NA 75 11 75 12 100 2.55
"3" "kuku" 789 0 0 1 NA 322 21 324 19 100 2.45
"4" "pkd" 416 0 0 1 NA 157 18 158 13 100 2.65
"5" "pku" 870 0 0 1 NA 395 37 397 31 100 2.2
"6" "pp" 10342 0 0 1 NA 1437 48 1434 50 100 7.2
"7" "tdkd" 33 0.0600000000000001 NA 0.94 NA 17 10 15 9 100 1.94
"8" "tdku" 25 0 0 1 NA 8 4 8 4 100 3.12
"9" "tdp" 578 0 0 1 NA 156 17 156 17 100 3.71
"10" "tdtd" 124 0 0 1 NA 34 20 30 19 100 3.65
"11" "tukd" 32 0.31 NA 0.74 NA 28 6 28 7 100 1.14
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 70 0.96 NA 0.04 NA 106 17 107 15 100 0.66
"14" "tutd" 29 0.16 NA 0.89 NA 22 7 22 7 100 1.32
"15" "tutu" 1135 0 0 1 NA 605 37 604 45 100 1.88
