"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 45 4 40 1 NA NA
"ku" "kd" 181 6 25 3 NA NA
"ku" "ku" 1135 4 16 9 NA NA
"p" "kd" 517 18 32 13 1 NA
"p" "ku" 1488 8 11 23 NA 1
"p" "p" 5221 1 11 115 4 1
"td" "kd" 81 NA NA NA 4 NA
"td" "ku" 57 NA NA NA 3 NA
"td" "p" 705 NA NA 5 33 NA
"td" "td" 153 NA NA NA 3 7
"tu" "kd" 112 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 510 NA NA 6 NA 1
"tu" "td" 135 NA NA NA NA 7
"tu" "tu" 3386 NA 3 15 2 5
"kd" "kd" 42 13 41 NA NA NA
"ku" "kd" 207 12 37 5 NA NA
"ku" "ku" 1168 21 9 6 NA 3
"p" "kd" 486 15 22 45 NA NA
"p" "ku" 1461 11 6 23 3 NA
"p" "p" 5144 9 11 151 1 5
"td" "kd" 45 NA 1 NA NA NA
"td" "ku" 32 NA NA NA NA NA
"td" "p" 624 NA NA 4 40 NA
"td" "td" 128 NA NA NA NA 2
"tu" "kd" 95 NA 3 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 559 NA NA 3 NA NA
"tu" "td" 160 NA NA 1 NA 8
"tu" "tu" 3196 1 3 12 1 4
"kd" "kd" 35 16 2 NA NA NA
"ku" "kd" 195 3 20 3 NA NA
"ku" "ku" 1219 7 14 10 2 3
"p" "kd" 492 NA 24 15 NA NA
"p" "ku" 1511 1 5 14 1 NA
"p" "p" 5209 3 17 126 1 3
"td" "kd" 24 NA 26 1 3 NA
"td" "ku" 21 NA 2 NA NA NA
"td" "p" 652 NA 1 6 24 NA
"td" "td" 110 NA NA 3 NA 1
"tu" "kd" 100 NA 4 2 NA NA
"tu" "ku" 1 NA 1 NA NA NA
"tu" "p" 460 NA 3 2 1 1
"tu" "td" 119 NA NA NA NA 10
"tu" "tu" 2962 NA NA 7 4 7
"kd" "kd" 25 31 29 27 NA NA
"ku" "kd" 212 8 22 14 NA NA
"ku" "ku" 1192 7 12 9 1 NA
"p" "kd" 496 20 32 17 NA NA
"p" "ku" 1668 10 9 31 2 4
"p" "p" 5437 14 15 84 3 NA
"td" "kd" 41 1 1 2 NA NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 635 NA 2 10 39 NA
"td" "td" 182 NA NA NA 26 9
"tu" "kd" 109 1 4 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 281 NA 2 3 1 NA
"tu" "td" 152 NA NA NA NA 2
"tu" "tu" 3155 NA 1 11 3 3
"kd" "kd" 46 21 2 NA NA NA
"ku" "kd" 235 4 19 6 NA NA
"ku" "ku" 1222 6 7 10 2 2
"p" "kd" 494 3 30 13 NA NA
"p" "ku" 1536 4 7 23 2 1
"p" "p" 5345 5 8 89 1 2
"td" "kd" 71 NA 4 NA NA NA
"td" "ku" 42 NA NA 1 1 NA
"td" "p" 673 NA NA 3 32 NA
"td" "td" 179 NA NA NA NA 6
"tu" "kd" 108 NA 4 NA NA NA
"tu" "p" 463 NA 1 1 NA 1
"tu" "td" 101 NA NA 1 NA 7
"tu" "tu" 3257 NA NA 11 2 2
"kd" "kd" 45 3 3 NA NA NA
"ku" "kd" 189 3 27 9 NA NA
"ku" "ku" 1301 23 10 11 2 2
"p" "kd" 433 1 20 12 NA NA
"p" "ku" 1555 9 9 8 1 NA
