"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 45 15 42 18 100 4.02
"2" "kukd" 330 0 0 1 NA 173 24 173 24 100 1.91
"3" "kuku" 1611 0 0 1 NA 871 48 864 54 100 1.85
"4" "pkd" 836 0 0 1 NA 342 26 344 25 100 2.44
"5" "pku" 1768 0 0 1 NA 1076 84 1072 61 100 1.64
"6" "pp" 16104 0 0 1 NA 3186 99 3182 96 100 5.05
"7" "tdkd" 40 0.31 NA 0.72 NA 36 12 35 10 100 1.11
"8" "tdku" 39 0.03 NA 0.97 NA 23 8 24 8 100 1.7
"9" "tdp" 885 0 0 1 NA 389 35 392 29 100 2.28
"10" "tdtd" 99 0.15 NA 0.85 NA 77 21 76 22 100 1.29
"11" "tukd" 57 0.59 NA 0.53 NA 59 10 57 9 100 0.97
"12" "tuku" 1 0.59 NA 0.74 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 238 27 237 24 100 1.38
"14" "tutd" 62 0.39 NA 0.63 NA 57 11 58 10 100 1.09
"15" "tutu" 1650 0 0 1 NA 1032 59 1034 60 100 1.6
