"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
85 242 1255 513 1597 5567 61 41 680 217 126 429 119 2917 NA
81 234 1247 546 1545 5405 70 49 695 218 93 489 134 3097 NA
92 273 1448 541 1754 5343 92 30 738 286 112 477 151 3085 NA
58 298 1272 542 1548 5443 49 39 655 227 116 503 121 2994 1
80 257 1308 545 1692 5432 116 55 685 167 114 476 125 3136 1
65 209 1282 534 1672 5604 79 34 674 191 130 510 128 3023 4
42 204 1093 487 1406 5530 59 63 659 124 113 477 81 3230 5
40 211 1221 498 1600 5592 61 34 702 220 105 479 116 3074 NA
37 240 1375 578 1753 5506 57 43 706 171 108 480 73 3260 2
41 211 1222 540 1563 5653 58 26 664 166 157 491 98 3365 NA
80 249 1258 532 1558 5613 69 33 708 255 113 457 116 3188 NA
96 265 1250 521 1528 5328 70 48 703 199 110 489 86 3259 2
50 233 1250 516 1605 5529 51 52 760 230 114 474 102 3094 1
37 238 1175 529 1531 5542 82 31 733 167 121 495 112 3331 NA
50 260 1233 509 1542 5438 77 54 756 86 103 558 103 3214 1
60 197 1283 462 1496 5418 52 58 768 187 112 461 115 3059 NA
44 255 1185 545 1548 5518 80 34 736 195 107 581 124 3275 3
64 261 1321 510 1545 5548 51 39 677 121 133 507 113 3292 NA
70 235 1200 588 1587 5453 63 41 757 199 132 494 120 3241 1
61 223 1152 500 1586 5674 56 51 700 180 91 504 108 3240 NA
114 259 1266 558 1618 5468 49 44 668 138 89 436 116 3349 NA
74 281 1278 519 1573 5469 73 42 647 154 99 490 110 3180 NA
89 244 1150 519 1393 5493 54 36 622 166 127 478 48 2925 1
55 224 1096 510 1419 5531 89 34 655 235 98 462 103 3001 2
36 199 1296 500 1624 5415 87 30 709 149 134 496 110 3195 NA
53 253 1188 510 1555 5665 28 20 685 123 146 581 98 3011 NA
61 211 1221 523 1611 5295 71 28 646 138 108 476 89 3212 NA
52 253 1292 495 1509 5568 63 33 703 197 114 479 110 3226 NA
90 246 1290 521 1508 5237 69 39 693 123 113 565 127 3074 NA
74 262 1247 513 1585 5456 57 35 663 140 88 462 130 3291 1
98 263 1270 518 1467 5394 81 32 724 130 125 477 104 3214 5
61 265 1282 504 1672 5433 83 37 680 195 99 526 129 2954 1
60 252 1150 535 1570 5560 64 32 720 155 111 455 127 3139 NA
38 247 1204 532 1633 5473 94 34 719 122 121 468 128 3134 1
31 221 1317 546 1697 5531 71 33 675 208 80 530 88 2912 1
60 232 1222 520 1568 5339 80 30 694 218 130 474 111 3099 NA
57 208 1184 525 1521 5517 50 58 801 144 132 482 102 3051 NA
65 203 1199 469 1474 5218 46 17 646 204 127 490 96 3045 NA
67 225 1207 500 1516 5573 45 48 671 119 126 485 133 3060 NA
46 214 1284 538 1555 5342 87 38 670 274 87 469 114 3234 NA
58 202 1270 489 1530 5260 59 41 684 171 125 469 117 3220 2
58 205 1232 502 1613 5634 69 32 780 186 99 507 114 3098 NA
60 217 1162 476 1513 5604 54 50 693 135 124 485 109 2940 NA
38 268 1323 509 1674 5520 47 26 707 187 106 477 121 3029 NA
57 243 1176 529 1558 5458 38 35 577 120 94 416 98 3246 1
82 252 1336 504 1599 5557 70 31 704 287 119 454 101 3169 12
72 301 1251 542 1568 5434 69 24 645 196 91 465 119 3167 4
62 250 1300 499 1702 5697 60 40 674 127 122 452 100 3260 NA
33 205 1242 484 1772 5439 57 26 702 139 117 474 127 2962 1
65 230 1290 470 1593 5365 67 41 684 174 107 526 123 3130 1
82 228 1229 568 1561 5619 88 33 696 271 108 574 98 3159 2
74 230 1189 600 1583 5545 66 38 741 119 144 512 133 3082 1
67 251 1233 526 1584 5305 64 37 691 155 150 528 139 3240 7
59 231 1204 517 1506 5491 70 25 668 154 129 437 98 3017 NA
138 262 1276 530 1622 5829 52 22 699 164 109 426 106 3175 NA
27 216 1242 538 1500 5294 73 42 666 192 137 548 111 3105 3
58 249 1245 522 1604 5620 52 41 635 210 92 498 144 3183 1
48 213 1200 490 1589 5712 65 32 674 171 111 522 109 3161 13
53 240 1238 544 1756 5401 44 28 669 254 94 537 99 3132 2
69 253 1342 502 1627 5298 46 39 692 227 100 468 128 3216 1
68 269 1265 513 1502 5348 52 34 679 174 129 535 110 2939 NA
80 231 1230 507 1554 5282 69 57 654 235 143 598 58 3438 1
45 262 1226 516 1783 5642 55 52 723 162 86 454 99 3204 1
65 248 1246 531 1611 5600 108 51 725 174 118 559 124 3036 NA
63 249 1351 531 1542 5618 43 43 670 156 124 521 122 3082 1
45 224 1248 439 1720 5517 51 46 646 160 77 433 113 3091 3
55 247 1368 569 1692 5583 69 57 667 206 101 515 97 3113 6
44 203 1184 503 1597 5236 58 30 688 262 127 473 96 3176 NA
77 223 1157 523 1697 5507 118 47 727 159 111 509 111 3095 1
64 222 1325 532 1723 5472 58 58 697 218 126 226 145 3178 1
91 262 1170 508 1520 5513 60 37 673 210 123 553 98 3077 NA
69 222 1337 502 1576 5331 44 46 720 174 110 538 93 3196 1
36 243 1193 491 1531 5611 66 26 692 266 111 525 133 3141 4
43 211 1263 491 1565 5399 83 45 642 311 118 439 127 3342 4
61 249 1230 524 1774 5664 48 42 656 139 120 507 99 3043 2
100 246 1219 533 1558 5593 95 61 718 140 95 549 115 3119 1
49 233 1260 536 1716 5470 50 52 698 131 110 448 103 3102 NA
38 197 1141 523 1549 5529 60 35 674 204 125 434 111 3232 1
34 264 1223 547 1588 5438 73 48 743 196 111 483 110 3052 4
62 261 1298 506 1652 5542 88 34 704 118 113 536 91 2956 NA
71 249 1286 503 1548 5565 57 41 675 219 107 510 85 3177 NA
44 235 1325 530 1619 5494 50 36 637 177 146 534 125 3182 NA
61 217 1221 490 1674 5451 54 33 724 294 133 519 132 3095 1
51 209 1255 466 1590 5440 40 55 689 162 106 484 105 3081 NA
57 190 1268 504 800 5576 53 39 616 176 93 428 121 3255 1
56 210 1195 516 1555 5497 60 33 658 227 107 492 96 3041 2
84 250 1183 535 1447 5462 60 49 677 184 108 458 107 3245 4
93 241 1207 516 1574 5357 50 40 770 187 108 509 97 3173 1
36 208 1208 523 1672 5540 36 31 655 174 115 496 95 3006 1
38 249 1263 511 1531 5577 73 52 691 233 129 494 105 3038 3
74 224 1244 517 1536 5425 70 28 764 285 105 468 105 3016 NA
74 209 1310 477 1543 5413 64 50 658 215 122 561 100 3100 1
24 217 1197 537 1647 5616 51 41 723 272 111 464 112 3049 2
60 239 1178 514 1462 5298 70 57 714 145 82 455 109 3057 5
57 205 1220 523 1526 5377 81 25 656 165 52 442 87 3142 1
60 236 1168 479 1509 5362 59 50 748 218 126 472 91 2912 3
