"group" "motif_type" "counts" "total_count"
"1" "others" 2 63
"1" "others" 3 19
"1" "others" 4 11
"1" "others" 5 9
"1" "others" 6 3
"1" "others" 7 2
"1" "others" 8 3
"1" "others" 9 1
"1" "others" 10 1
"1" "others" 11 1
"1" "others" 12 1
"1" "others" 30 1
"1" "others" 46 1
"1" "protein_complexes" 2 371
"1" "protein_complexes" 3 67
"1" "protein_complexes" 4 17
"1" "protein_complexes" 5 5
"1" "protein_complexes" 6 2
"1" "protein_complexes" 8 1
"1" "regulatory_triplets" 2 208
"1" "regulatory_triplets" 3 26
"1" "regulatory_triplets" 4 6
"1" "regulatory_triplets" 5 3
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 9 2
"1" "regulatory_triplets" 12 1
"1" "signaling_triplets" 2 244
"1" "signaling_triplets" 3 53
"1" "signaling_triplets" 4 15
"1" "signaling_triplets" 5 4
"1" "signaling_triplets" 6 1
"1" "signaling_triplets" 11 1
"1" "signaling_triplets" 28 1
"2" "others" 2 73
"2" "others" 3 18
"2" "others" 4 3
"2" "others" 5 9
"2" "others" 6 3
"2" "others" 8 1
"2" "others" 9 1
"2" "others" 12 2
"2" "others" 13 1
"2" "others" 14 1
"2" "others" 19 1
"2" "others" 28 1
"2" "protein_complexes" 2 411
"2" "protein_complexes" 3 86
"2" "protein_complexes" 4 17
"2" "protein_complexes" 5 10
"2" "protein_complexes" 6 7
"2" "protein_complexes" 7 1
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 1
"2" "protein_complexes" 12 1
"2" "protein_complexes" 25 1
"2" "regulatory_triplets" 2 173
"2" "regulatory_triplets" 3 25
"2" "regulatory_triplets" 4 12
"2" "regulatory_triplets" 5 3
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 7 2
"2" "regulatory_triplets" 8 1
"2" "signaling_triplets" 2 222
"2" "signaling_triplets" 3 51
"2" "signaling_triplets" 4 12
"2" "signaling_triplets" 5 6
"2" "signaling_triplets" 6 1
"2" "signaling_triplets" 7 2
"2" "signaling_triplets" 8 1
"2" "signaling_triplets" 13 2
"2" "signaling_triplets" 29 1
"3" "others" 2 50
"3" "others" 3 24
"3" "others" 4 6
"3" "others" 5 8
"3" "others" 6 5
"3" "others" 7 1
"3" "others" 8 2
"3" "others" 9 2
"3" "others" 10 1
"3" "protein_complexes" 2 389
"3" "protein_complexes" 3 72
"3" "protein_complexes" 4 23
"3" "protein_complexes" 5 6
"3" "protein_complexes" 6 7
"3" "protein_complexes" 7 1
"3" "protein_complexes" 8 1
"3" "protein_complexes" 10 2
"3" "regulatory_triplets" 2 182
"3" "regulatory_triplets" 3 27
"3" "regulatory_triplets" 4 3
"3" "regulatory_triplets" 5 4
"3" "regulatory_triplets" 6 2
"3" "signaling_triplets" 2 240
"3" "signaling_triplets" 3 44
"3" "signaling_triplets" 4 11
"3" "signaling_triplets" 5 3
"3" "signaling_triplets" 6 2
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 10 1
"3" "signaling_triplets" 13 1
"4" "others" 2 59
"4" "others" 3 11
"4" "others" 4 8
"4" "others" 5 8
"4" "others" 6 4
"4" "others" 7 5
"4" "others" 8 2
"4" "others" 10 1
"4" "others" 11 3
"4" "others" 13 1
"4" "others" 15 1
"4" "others" 19 1
"4" "others" 25 1
"4" "others" 32 1
"4" "protein_complexes" 2 435
"4" "protein_complexes" 3 74
"4" "protein_complexes" 4 25
"4" "protein_complexes" 5 12
"4" "protein_complexes" 6 6
"4" "protein_complexes" 7 1
"4" "protein_complexes" 9 1
"4" "regulatory_triplets" 2 158
"4" "regulatory_triplets" 3 27
"4" "regulatory_triplets" 4 10
"4" "regulatory_triplets" 5 3
"4" "regulatory_triplets" 8 1
"4" "regulatory_triplets" 20 1
"4" "signaling_triplets" 2 234
"4" "signaling_triplets" 3 57
"4" "signaling_triplets" 4 15
